team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Pacers,73,0.299,0.333,0.667,12,32,16,8,8,12,2018-01-09
Raptors,92,0.429,0.3,0.367,9,43,27,9,8,19,2018-01-09
Magic,101,0.472,0.304,0.435,6,36,25,12,4,10,2018-01-11
Raptors,112,0.5,0.425,0.425,6,41,28,8,5,17,2018-01-11
Raptors,108,0.529,0.308,0.103,8,40,27,3,5,9,2018-01-13
Pistons,98,0.449,0.3,0.633,4,29,22,7,2,3,2018-01-13
Raptors,109,0.457,0.3,0.533,9,38,24,5,10,13,2018-01-15
Heat,116,0.434,0.423,0.5,19,37,26,8,7,9,2018-01-15
Rockets,122,0.485,0.366,0.317,10,33,28,9,5,12,2018-01-17
Warriors,121,0.537,0.533,0.633,6,35,34,5,9,17,2018-01-17
Warriors,128,0.511,0.439,0.39,10,39,29,6,8,18,2018-01-19
Pelicans,120,0.459,0.444,0.389,16,35,26,8,4,17,2018-01-19
Warriors,101,0.393,0.316,0.605,12,34,20,10,7,17,2018-01-20
Grizzlies,111,0.468,0.37,1.074,6,34,20,8,4,14,2018-01-20
Warriors,133,0.558,0.385,0.564,10,40,33,6,8,16,2018-01-24
Mavericks,103,0.396,0.31,0.621,14,28,21,11,0,12,2018-01-24
Wizards,117,0.443,0.455,0.485,12,29,30,7,6,14,2018-01-26
Warriors,120,0.484,0.263,0.474,15,38,33,7,13,17,2018-01-26
Pistons,115,0.462,0.444,0.63,17,20,22,16,0,13,2018-01-28
Warriors,107,0.571,0.37,0.333,10,30,29,3,11,25,2018-01-28
Warriors,141,0.584,0.483,0.793,14,32,37,8,8,12,2018-01-30
Clippers,113,0.453,0.4,1.0,9,26,21,4,3,12,2018-01-30
Warriors,112,0.518,0.5,0.429,5,36,30,11,12,14,2018-02-01
Spurs,92,0.391,0.292,0.708,14,32,19,6,8,16,2018-02-01
Warriors,127,0.549,0.45,0.225,7,34,38,13,4,13,2018-02-02
Nuggets,108,0.46,0.25,0.917,9,37,26,9,6,17,2018-02-02
Heat,80,0.361,0.308,0.462,7,37,19,10,6,20,2018-02-04
Warriors,97,0.368,0.344,0.688,13,38,20,12,10,14,2018-02-04
Timberwolves,101,0.413,0.208,0.833,9,32,21,15,0,13,2018-02-06
Warriors,125,0.565,0.417,0.389,3,42,37,10,9,19,2018-02-06
Magic,100,0.42,0.312,0.5,4,31,26,10,3,11,2018-02-08
Warriors,110,0.5,0.348,0.609,12,38,35,4,5,16,2018-02-08
Warriors,91,0.412,0.323,0.484,7,32,22,11,8,22,2018-02-11
Thunder,108,0.456,0.32,0.72,13,37,16,15,5,16,2018-02-11
Bulls,94,0.354,0.361,0.306,13,27,18,7,2,15,2018-02-13
Warriors,143,0.582,0.444,0.583,6,43,36,11,11,11,2018-02-13
Pelicans,95,0.405,0.355,0.516,9,36,24,2,9,17,2018-02-14
Warriors,110,0.415,0.303,0.667,11,33,30,11,6,9,2018-02-14
Kings,110,0.532,0.529,1.0,11,25,27,7,6,13,2018-02-23
Warriors,106,0.5,0.432,0.27,9,27,31,9,6,14,2018-02-23
Warriors,127,0.5,0.4,0.7,12,37,30,10,4,22,2018-02-26
Lakers,123,0.495,0.375,0.833,7,27,30,12,5,17,2018-02-26
Warriors,133,0.625,0.5,0.458,7,35,46,9,11,19,2018-02-28
Magic,112,0.458,0.393,0.464,13,22,23,9,4,14,2018-02-28
Warriors,123,0.56,0.367,0.6,7,34,32,4,4,9,2018-03-02
Heat,95,0.407,0.378,0.405,5,23,17,5,4,11,2018-03-02
Warriors,125,0.517,0.485,0.576,5,35,36,14,5,16,2018-03-04
Pelicans,115,0.495,0.41,0.231,11,36,33,11,4,21,2018-03-04
Warriors,101,0.476,0.367,0.333,8,39,26,8,12,15,2018-03-06
Hornets,87,0.351,0.316,0.684,14,35,17,5,3,12,2018-03-06
Warriors,102,0.481,0.269,0.654,5,40,29,5,15,14,2018-03-07
Pistons,98,0.413,0.444,0.37,15,34,20,8,2,11,2018-03-07
Trail Blazers,104,0.42,0.25,0.821,12,27,14,11,2,9,2018-03-09
Warriors,111,0.55,0.5,0.65,6,36,26,5,9,14,2018-03-09
Mavericks,97,0.451,0.345,0.448,8,23,25,7,1,11,2018-03-11
Warriors,112,0.603,0.5,0.318,4,37,35,7,4,16,2018-03-11
Warriors,116,0.402,0.324,0.559,15,46,25,6,10,14,2018-03-13
Lakers,114,0.446,0.4,0.88,7,38,23,9,9,12,2018-03-13
Grizzlies,84,0.333,0.387,0.516,15,26,20,10,6,16,2018-03-15
Warriors,97,0.459,0.333,1.048,14,30,26,9,8,16,2018-03-15
Lakers,106,0.426,0.379,0.517,15,31,22,11,5,15,2018-03-16
Warriors,113,0.494,0.292,0.917,10,32,24,9,13,15,2018-03-16
Nuggets,96,0.463,0.25,0.464,10,35,25,10,4,18,2018-03-18
Warriors,81,0.381,0.111,0.519,11,27,25,14,8,16,2018-03-18
Cavaliers,92,0.318,0.417,0.583,19,31,12,8,0,14,2018-03-20
Warriors,99,0.463,0.27,0.351,10,37,28,7,7,15,2018-03-20
Jazz,101,0.402,0.261,0.913,10,33,21,10,2,13,2018-03-21
Warriors,126,0.593,0.478,0.565,4,46,37,8,7,16,2018-03-21
Hornets,111,0.461,0.3,1.15,13,34,27,12,6,10,2018-03-23
Warriors,100,0.46,0.364,0.545,8,35,32,6,5,17,2018-03-23
Grizzlies,128,0.521,0.714,0.714,13,25,29,6,0,7,2018-03-25
Warriors,141,0.588,0.545,0.697,7,31,37,3,6,10,2018-03-25
Warriors,125,0.527,0.406,0.5,7,39,36,8,7,14,2018-03-27
Mavericks,122,0.478,0.442,0.395,7,33,29,6,2,12,2018-03-27
Warriors,124,0.552,0.433,0.5,6,39,35,6,6,12,2018-03-31
Rockets,114,0.472,0.34,0.26,6,32,20,7,3,10,2018-03-31
Warriors,121,0.415,0.333,0.769,14,40,31,13,10,16,2018-04-03
Clippers,105,0.429,0.273,2.182,10,35,19,10,7,18,2018-04-03
Nuggets,114,0.495,0.421,0.632,13,26,30,8,3,11,2018-04-04
Warriors,124,0.565,0.433,0.5,10,33,33,7,10,16,2018-04-04
Clippers,125,0.489,0.458,0.917,11,35,24,9,3,14,2018-04-06
Warriors,106,0.481,0.348,0.957,4,29,26,9,6,16,2018-04-06
Warriors,108,0.557,0.333,1.0,10,33,28,7,3,11,2018-04-08
Bucks,94,0.424,0.393,0.393,8,25,21,9,6,12,2018-04-08
Warriors,118,0.482,0.375,0.75,13,35,33,8,6,16,2018-04-09
Cavaliers,108,0.457,0.25,0.536,12,31,26,9,5,15,2018-04-09
Warriors,119,0.5,0.394,0.667,5,44,24,5,3,15,2018-04-11
Bulls,112,0.425,0.256,0.308,14,35,24,10,2,11,2018-04-11
Warriors,108,0.488,0.472,0.306,4,29,31,8,10,19,2017-10-17
Rockets,116,0.471,0.378,0.541,12,34,19,14,3,15,2017-10-17
Timberwolves,113,0.455,0.3,0.75,13,30,25,9,3,10,2017-10-20
Warriors,126,0.539,0.568,0.243,11,36,37,9,8,15,2017-10-20
Warriors,99,0.459,0.2,0.64,11,26,27,10,7,19,2017-10-21
Jazz,129,0.582,0.5,0.321,7,35,25,16,3,11,2017-10-21
Warriors,119,0.55,0.515,0.424,7,44,25,8,4,25,2017-10-23
Kings,104,0.442,0.4,0.4,6,27,22,16,3,10,2017-10-23
Warriors,108,0.5,0.258,0.452,11,31,28,9,10,13,2017-10-25
Nuggets,115,0.429,0.414,0.862,16,32,28,7,0,15,2017-10-25
Thunder,125,0.473,0.387,0.806,10,30,17,14,3,12,2017-10-27
Warriors,105,0.487,0.286,0.821,10,35,27,7,8,25,2017-10-27
Mavericks,103,0.435,0.243,0.378,9,25,19,15,7,10,2017-10-29
Warriors,121,0.511,0.483,0.586,18,33,37,6,7,16,2017-10-29
Spurs,105,0.457,0.185,0.519,11,23,30,8,5,10,2017-10-30
Warriors,122,0.565,0.444,0.519,11,33,35,5,6,16,2017-10-30
Suns,83,0.347,0.13,0.609,15,32,13,2,3,15,2017-11-02
Warriors,129,0.584,0.423,0.538,7,42,36,8,16,11,2017-11-02
Warriors,117,0.478,0.351,0.486,8,33,24,8,7,16,2017-11-04
Trail Blazers,123,0.484,0.364,0.636,13,36,20,9,0,13,2017-11-04
Clippers,127,0.5,0.344,0.875,8,28,32,9,2,14,2017-11-06
Warriors,134,0.618,0.56,1.04,3,29,31,8,8,15,2017-11-06
Thunder,80,0.33,0.265,0.382,14,29,19,8,3,15,2017-11-08
Warriors,112,0.472,0.447,0.289,12,42,36,8,6,14,2017-11-08
Warriors,109,0.514,0.417,1.042,3,33,24,10,8,14,2017-11-11
Wizards,101,0.4,0.344,0.562,18,33,25,6,4,16,2017-11-11
Warriors,114,0.532,0.355,0.613,2,33,33,12,5,18,2017-11-13
Hawks,109,0.442,0.429,0.514,3,32,21,10,2,19,2017-11-13
Spurs,107,0.453,0.273,0.682,10,35,29,7,3,12,2017-11-16
Warriors,110,0.432,0.267,0.667,12,37,30,6,12,10,2017-11-16
Warriors,108,0.487,0.429,0.714,6,27,20,5,3,10,2017-11-18
Trail Blazers,125,0.494,0.41,0.538,14,32,21,4,2,11,2017-11-18
Warriors,103,0.407,0.278,0.528,12,38,22,6,7,13,2017-11-19
Timberwolves,109,0.463,0.3,0.75,13,37,27,7,3,9,2017-11-19
Lakers,106,0.452,0.316,0.474,7,28,24,11,8,14,2017-11-22
Warriors,117,0.543,0.3,1.15,11,39,25,8,6,21,2017-11-22
Kings,98,0.434,0.452,0.387,11,36,25,7,4,13,2017-11-24
Warriors,93,0.42,0.462,0.5,9,31,21,10,5,11,2017-11-24
Warriors,124,0.526,0.419,0.355,9,34,29,8,9,12,2017-11-25
Suns,109,0.476,0.458,0.833,9,33,22,8,5,19,2017-11-25
Warriors,75,0.405,0.158,0.632,2,34,17,7,9,15,2017-11-27
Spurs,89,0.402,0.348,0.652,11,37,21,6,5,14,2017-11-27
Hawks,94,0.44,0.344,0.281,5,39,24,5,5,11,2017-11-29
Warriors,106,0.452,0.4,0.333,10,36,28,8,6,7,2017-11-29
Jazz,110,0.483,0.429,0.5,11,36,27,6,8,14,2017-12-01
Warriors,91,0.418,0.4,0.6,14,27,24,9,7,11,2017-12-01
Pacers,92,0.481,0.286,0.381,8,30,22,10,2,10,2017-12-03
Warriors,81,0.407,0.294,0.353,17,34,21,4,9,16,2017-12-03
Bucks,116,0.552,0.55,0.45,7,29,30,16,3,15,2017-12-04
Warriors,107,0.547,0.5,0.75,2,29,26,10,7,18,2017-12-04
Warriors,112,0.494,0.346,0.808,6,36,28,9,6,10,2017-12-06
Kings,96,0.414,0.286,0.571,11,36,27,5,6,15,2017-12-06
Suns,107,0.456,0.355,0.452,9,33,26,8,4,15,2017-12-08
Warriors,117,0.539,0.464,0.286,7,38,31,10,7,14,2017-12-08
Warriors,111,0.494,0.276,0.724,6,34,27,9,5,13,2017-12-11
Thunder,107,0.376,0.237,0.737,22,36,13,8,3,16,2017-12-11
Warriors,106,0.446,0.31,0.793,13,26,29,6,5,16,2017-12-14
Pacers,126,0.538,0.517,0.379,13,34,32,11,3,12,2017-12-14
Pelicans,126,0.563,0.407,0.63,4,30,39,15,6,8,2017-12-18
Warriors,120,0.544,0.455,0.212,8,34,31,3,0,17,2017-12-18
Warriors,117,0.522,0.406,0.312,5,36,27,9,7,11,2017-12-20
Suns,100,0.424,0.286,0.343,8,36,24,4,0,13,2017-12-20
Warriors,79,0.349,0.263,0.737,9,30,14,7,3,15,2017-12-22
Jazz,119,0.533,0.371,0.286,12,42,25,10,6,15,2017-12-22
Clippers,108,0.393,0.364,0.364,17,42,23,12,3,14,2017-12-23
Lakers,92,0.407,0.25,0.875,12,40,21,8,7,19,2017-12-23
Suns,88,0.38,0.25,1.167,4,32,19,8,3,19,2017-12-25
Clippers,130,0.545,0.462,0.846,10,42,26,12,2,12,2017-12-25
Jazz,84,0.43,0.25,0.321,8,33,20,7,7,18,2017-12-27
Clippers,102,0.47,0.345,0.483,11,33,21,12,4,13,2017-12-27
Clippers,104,0.468,0.321,0.821,14,32,11,4,5,11,2017-12-29
Trail Blazers,103,0.393,0.452,0.613,16,28,19,5,4,9,2017-12-29
Pistons,95,0.409,0.321,0.5,12,38,16,11,6,12,2017-12-30
Clippers,87,0.333,0.395,0.421,15,36,19,6,6,18,2017-12-30
Mavericks,98,0.393,0.333,0.444,9,29,20,8,5,14,2018-01-03
Clippers,119,0.526,0.464,0.857,7,42,27,9,5,16,2018-01-03
Grizzlies,113,0.476,0.419,0.645,9,30,21,8,7,11,2018-01-04
Clippers,104,0.458,0.154,0.923,15,28,18,7,7,13,2018-01-04
Heat,104,0.44,0.389,0.444,10,27,23,12,6,16,2018-01-06
Clippers,101,0.391,0.29,0.774,18,32,16,11,4,15,2018-01-06
Clippers,107,0.512,0.367,0.4,10,29,20,6,4,17,2018-01-08
Spurs,120,0.536,0.536,0.536,11,28,33,13,3,13,2018-01-08
Clippers,111,0.464,0.4,0.7,16,30,13,4,2,18,2018-01-10
Thunder,120,0.513,0.423,1.115,11,29,23,8,7,11,2018-01-10
Clippers,103,0.407,0.385,0.885,8,29,16,12,1,11,2018-01-12
Pelicans,111,0.537,0.375,1.188,8,43,26,7,4,23,2018-01-12
Clippers,113,0.447,0.286,0.314,13,42,29,7,10,15,2018-01-13
Cavaliers,118,0.467,0.333,0.697,8,43,24,9,4,15,2018-01-13
Clippers,87,0.398,0.276,0.448,7,37,18,5,6,14,2018-01-15
Hornets,102,0.391,0.423,0.885,8,41,20,7,9,8,2018-01-15
Clippers,116,0.579,0.5,0.433,6,27,30,7,4,15,2018-01-17
Hawks,103,0.482,0.345,0.448,9,27,26,10,2,15,2018-01-17
Clippers,97,0.475,0.321,0.429,6,31,23,11,5,16,2018-01-20
Kings,95,0.458,0.524,0.381,8,29,19,9,8,18,2018-01-20
Lakers,115,0.484,0.367,0.533,12,31,23,10,5,16,2018-01-23
Clippers,120,0.482,0.357,1.0,10,34,19,7,3,17,2018-01-23
Jazz,126,0.576,0.486,0.314,10,23,38,13,2,13,2018-01-25
Clippers,107,0.543,0.345,0.724,10,26,23,8,6,19,2018-01-25
Clippers,82,0.349,0.273,0.727,11,27,16,8,6,10,2018-01-27
Mavericks,108,0.456,0.457,0.571,15,39,24,4,7,15,2018-01-27
Clippers,106,0.507,0.441,0.5,8,29,21,3,7,16,2018-01-30
Timberwolves,112,0.432,0.308,1.077,14,28,22,9,1,7,2018-01-30
Timberwolves,113,0.549,0.368,0.842,8,38,29,4,7,15,2018-02-02
Clippers,107,0.444,0.312,0.281,17,26,23,6,3,9,2018-02-02
Wizards,112,0.512,0.406,0.469,9,35,33,5,2,13,2018-02-03
Clippers,113,0.487,0.438,0.656,4,29,22,8,4,10,2018-02-03
Clippers,106,0.443,0.462,0.615,6,45,25,10,6,8,2018-02-06
Magic,95,0.42,0.333,0.444,7,38,24,6,6,12,2018-02-06
Clippers,91,0.384,0.292,0.75,12,35,17,12,6,20,2018-02-08
Wizards,100,0.443,0.226,0.484,11,39,21,12,7,19,2018-02-08
Clippers,85,0.438,0.286,0.25,12,34,18,3,5,17,2018-02-10
Heat,90,0.378,0.343,0.457,9,28,22,10,8,8,2018-02-10
Clippers,91,0.44,0.31,0.276,8,34,21,12,4,17,2018-02-12
Spurs,109,0.488,0.375,0.833,8,37,22,7,4,16,2018-02-12
Suns,95,0.361,0.229,0.486,14,36,22,3,3,10,2018-02-14
Clippers,108,0.471,0.333,0.533,9,41,22,1,4,9,2018-02-14
Clippers,128,0.473,0.429,0.571,9,29,24,8,5,8,2018-02-22
Rockets,118,0.462,0.425,0.725,9,34,16,4,4,17,2018-02-22
Clippers,112,0.494,0.382,0.618,5,31,14,4,7,10,2018-02-24
Grizzlies,115,0.444,0.419,0.71,15,32,28,5,5,9,2018-02-24
Kings,95,0.417,0.318,0.364,10,27,25,11,7,9,2018-02-26
Clippers,122,0.543,0.419,0.677,9,40,31,7,8,13,2018-02-26
Clippers,121,0.488,0.281,0.875,15,34,23,7,6,13,2018-02-28
Lakers,106,0.489,0.158,0.579,11,24,25,7,3,12,2018-02-28
Hornets,98,0.387,0.333,0.455,15,32,23,10,3,17,2018-03-02
Clippers,106,0.474,0.357,0.857,6,36,24,9,5,16,2018-03-02
Grizzlies,105,0.481,0.308,0.808,10,28,18,10,2,14,2018-03-06
Clippers,113,0.549,0.391,1.13,4,30,23,5,3,19,2018-03-06
Thunder,127,0.537,0.441,0.294,11,35,23,4,6,13,2018-03-08
Clippers,117,0.45,0.3,0.6,15,30,29,5,2,10,2018-03-08
Hawks,107,0.396,0.27,0.568,19,37,20,9,8,14,2018-03-09
Clippers,108,0.447,0.5,1.278,14,33,16,10,9,16,2018-03-09
Clippers,121,0.512,0.419,0.71,8,31,28,9,5,17,2018-03-11
Kings,115,0.494,0.308,0.885,10,34,23,9,3,15,2018-03-11
Kings,105,0.506,0.353,0.765,10,27,26,12,4,16,2018-03-14
Clippers,126,0.561,0.387,0.71,5,34,29,11,5,15,2018-03-14
Rockets,102,0.404,0.295,0.295,13,24,21,9,4,12,2018-03-16
Clippers,113,0.557,0.4,0.6,4,37,30,6,10,18,2018-03-16
Nuggets,104,0.433,0.2,0.6,20,34,23,13,7,19,2018-03-17
Clippers,109,0.46,0.333,0.633,17,31,22,10,5,20,2018-03-17
Clippers,113,0.439,0.306,0.833,7,27,18,17,2,14,2018-03-19
Jazz,125,0.549,0.393,0.857,11,45,21,9,3,20,2018-03-19
Timberwolves,126,0.473,0.318,1.5,18,29,20,5,4,13,2018-03-23
Clippers,118,0.56,0.333,0.556,8,32,31,4,1,17,2018-03-23
Clippers,109,0.487,0.37,0.778,3,33,23,15,6,10,2018-03-25
Grizzlies,100,0.481,0.296,0.519,8,35,31,1,9,19,2018-03-25
Clippers,112,0.469,0.321,0.464,11,39,29,7,4,12,2018-03-27
Pelicans,103,0.447,0.257,0.514,7,40,23,9,6,15,2018-03-27
Trail Blazers,104,0.367,0.433,0.633,18,41,21,12,6,12,2018-03-29
Clippers,96,0.412,0.273,0.909,9,41,22,5,7,13,2018-03-29
Bulls,103,0.361,0.324,0.568,13,35,22,6,4,11,2018-03-31
Clippers,113,0.455,0.36,0.96,10,44,23,4,5,13,2018-03-31
Mavericks,101,0.412,0.405,0.429,7,31,22,5,5,20,2018-04-01
Clippers,104,0.483,0.37,0.37,5,34,28,10,3,13,2018-04-01
Clippers,108,0.462,0.333,0.467,14,43,23,6,3,9,2018-04-03
Pistons,95,0.409,0.323,0.419,7,33,22,5,5,9,2018-04-03
Clippers,128,0.517,0.438,0.75,8,43,23,5,8,16,2018-04-05
Suns,117,0.437,0.29,0.581,16,32,22,12,5,10,2018-04-05
Clippers,122,0.517,0.269,0.885,13,30,26,12,7,18,2018-04-07
Nuggets,120,0.494,0.323,0.774,11,30,27,11,7,20,2018-04-07
Rockets,105,0.424,0.302,0.465,10,31,21,11,5,10,2018-04-08
Clippers,92,0.456,0.304,0.565,4,35,17,6,2,16,2018-04-08
Pelicans,121,0.447,0.433,0.533,9,42,39,11,12,8,2018-04-10
Clippers,116,0.465,0.259,0.63,10,47,25,5,2,13,2018-04-10
Cavaliers,102,0.448,0.333,0.333,8,32,22,10,7,12,2017-10-19
Clippers,116,0.483,0.393,0.679,13,39,25,6,3,13,2017-10-19
Magic,105,0.452,0.333,0.875,9,24,20,12,2,14,2017-10-21
Clippers,113,0.526,0.389,1.333,8,33,17,9,3,15,2017-10-21
Clippers,112,0.487,0.276,1.034,6,36,27,4,5,14,2017-10-24
Bulls,106,0.426,0.241,0.448,11,34,26,11,2,9,2017-10-24
Clippers,96,0.454,0.222,0.222,11,34,16,3,4,9,2017-10-26
Rockets,101,0.389,0.293,0.463,16,34,20,4,9,11,2017-10-26
Clippers,113,0.488,0.423,0.692,16,32,21,10,3,21,2017-10-28
Thunder,121,0.489,0.344,0.562,17,29,30,17,10,14,2017-10-28
Trail Blazers,122,0.5,0.483,0.552,8,39,24,7,6,13,2017-10-30
Clippers,109,0.449,0.391,0.87,8,30,21,8,3,8,2017-10-30
Clippers,109,0.43,0.333,0.875,11,30,21,4,5,10,2017-11-01
Timberwolves,123,0.523,0.4,0.92,6,34,23,5,6,11,2017-11-01
Clippers,127,0.523,0.5,0.733,16,31,26,12,3,19,2017-11-04
Bucks,120,0.549,0.308,0.462,8,25,33,10,5,14,2017-11-04
Clippers,104,0.553,0.385,0.385,5,27,24,4,3,14,2017-11-05
Pacers,109,0.462,0.355,0.387,14,28,25,6,2,9,2017-11-05
Bucks,98,0.458,0.261,0.696,8,36,24,12,11,16,2017-11-07
Clippers,105,0.465,0.536,0.357,8,33,23,8,4,13,2017-11-07
Clippers,111,0.537,0.471,1.0,11,40,26,7,4,21,2017-11-10
Suns,99,0.432,0.294,0.382,9,30,17,13,4,14,2017-11-10
Clippers,96,0.404,0.308,1.538,11,35,13,5,5,10,2017-11-11
Trail Blazers,105,0.432,0.267,0.5,13,37,30,9,10,10,2017-11-11
Pacers,111,0.488,0.393,0.571,15,25,23,8,4,10,2017-11-13
Clippers,104,0.512,0.36,0.44,12,24,24,6,6,13,2017-11-13
Spurs,110,0.443,0.333,1.0,10,29,24,13,10,12,2017-11-17
Clippers,113,0.451,0.312,2.125,12,35,21,8,2,14,2017-11-17
Clippers,95,0.443,0.176,1.294,11,28,18,7,3,16,2017-11-18
Jazz,117,0.53,0.37,0.704,10,28,27,7,8,9,2017-11-18
Nuggets,134,0.624,0.414,0.552,7,26,36,4,6,7,2017-11-20
Clippers,115,0.494,0.353,1.353,15,23,25,6,0,10,2017-11-20
Pelicans,113,0.463,0.367,0.467,9,41,34,13,10,7,2017-11-22
Clippers,100,0.459,0.118,0.471,17,44,29,6,6,16,2017-11-22
Lakers,115,0.477,0.436,0.359,10,39,25,8,6,17,2017-11-25
Clippers,100,0.494,0.333,0.667,8,33,27,8,1,17,2017-11-25
Lakers,132,0.516,0.462,0.923,5,37,22,8,3,18,2017-11-27
Suns,130,0.489,0.483,0.897,10,40,17,8,9,19,2017-11-27
Pelicans,119,0.566,0.312,0.469,6,36,26,14,5,18,2017-11-30
Lakers,112,0.489,0.333,0.556,9,29,27,7,6,17,2017-11-30
Wizards,99,0.411,0.231,0.577,7,38,20,11,5,13,2017-12-02
Lakers,102,0.446,0.233,0.433,6,47,27,9,5,21,2017-12-02
Lakers,81,0.383,0.227,0.636,14,25,17,12,4,16,2017-12-03
Jazz,96,0.468,0.419,0.29,14,35,18,9,5,21,2017-12-03
Pistons,93,0.436,0.303,0.03,10,34,21,7,3,12,2017-12-06
Lakers,113,0.495,0.462,0.423,11,42,30,9,5,14,2017-12-06
Lakers,110,0.544,0.222,1.111,2,30,16,8,8,11,2017-12-09
Trail Blazers,113,0.465,0.409,1.091,10,31,22,7,4,12,2017-12-09
Grizzlies,102,0.46,0.297,0.297,6,33,23,6,7,12,2017-12-11
Lakers,107,0.471,0.333,0.667,8,38,25,5,4,16,2017-12-11
Lakers,95,0.36,0.13,1.304,17,29,17,9,4,19,2017-12-13
Wizards,111,0.518,0.333,0.857,7,38,20,7,4,19,2017-12-13
Lakers,90,0.419,0.273,1.0,8,40,21,7,9,21,2017-12-15
Bucks,98,0.412,0.261,0.957,9,33,16,11,4,13,2017-12-15
Lakers,100,0.424,0.424,0.242,9,44,17,6,6,16,2017-12-16
Suns,93,0.389,0.269,0.462,11,43,15,6,4,15,2017-12-16
Suns,122,0.466,0.406,0.406,9,35,28,10,5,13,2017-12-18
Lakers,113,0.495,0.28,0.64,9,40,26,7,10,19,2017-12-18
Nuggets,109,0.429,0.419,0.774,17,30,18,8,8,20,2017-12-20
Lakers,127,0.53,0.375,0.281,13,33,36,11,5,15,2017-12-20
Bulls,94,0.383,0.306,0.306,15,39,22,4,4,14,2017-12-22
Lakers,103,0.4,0.325,0.45,12,41,23,7,6,12,2017-12-22
Lakers,102,0.5,0.517,0.31,4,28,27,8,4,17,2017-12-23
Kings,113,0.553,0.476,0.429,10,34,26,9,4,17,2017-12-23
Lakers,100,0.442,0.3,0.5,17,35,21,5,2,21,2017-12-26
Nuggets,115,0.46,0.387,0.742,9,30,26,8,6,12,2017-12-26
Rockets,118,0.5,0.378,0.378,7,36,17,10,4,15,2017-12-29
Lakers,95,0.381,0.321,0.786,11,34,16,9,6,20,2017-12-29
Lakers,110,0.506,0.333,0.556,6,40,24,7,5,14,2017-12-31
Hornets,99,0.441,0.32,0.36,9,34,21,7,3,11,2017-12-31
Lakers,112,0.495,0.29,0.29,16,33,33,7,3,18,2018-01-02
Cavaliers,121,0.5,0.417,0.556,8,31,32,10,5,14,2018-01-02
Lakers,122,0.471,0.429,0.771,10,37,27,8,5,10,2018-01-04
Rockets,116,0.411,0.405,0.595,12,35,19,7,5,14,2018-01-04
Trail Blazers,95,0.411,0.4,0.28,9,38,19,7,8,11,2018-01-06
Lakers,92,0.424,0.32,0.48,11,44,23,8,3,17,2018-01-06
Timberwolves,121,0.583,0.344,0.375,7,35,30,9,4,15,2018-01-08
Lakers,104,0.435,0.333,0.467,13,24,21,10,1,12,2018-01-08
Grizzlies,109,0.493,0.238,1.619,5,32,20,3,9,10,2018-01-10
Lakers,99,0.376,0.286,0.75,22,27,14,5,4,11,2018-01-10
Lakers,142,0.505,0.4,1.04,15,39,31,6,4,14,2018-01-11
Rockets,148,0.462,0.346,0.615,15,28,29,7,9,11,2018-01-11
Lakers,96,0.447,0.308,0.769,9,28,18,12,4,24,2018-01-13
Timberwolves,114,0.494,0.35,1.35,7,34,26,14,5,17,2018-01-13
Thunder,133,0.602,0.467,0.233,7,37,36,12,5,9,2018-01-15
Lakers,96,0.413,0.333,0.273,16,29,24,5,4,17,2018-01-15
Hornets,108,0.424,0.364,0.364,16,40,26,10,3,14,2018-01-17
Lakers,94,0.404,0.25,0.25,12,34,24,7,3,16,2018-01-17
Hawks,113,0.436,0.353,0.559,10,27,22,5,4,15,2018-01-20
Lakers,132,0.558,0.444,0.556,6,43,32,13,6,18,2018-01-20
Kings,86,0.345,0.381,0.857,10,33,15,15,4,16,2018-01-22
Lakers,99,0.481,0.343,0.371,9,46,30,12,4,25,2018-01-22
Spurs,81,0.408,0.4,0.55,7,38,21,6,5,20,2018-01-24
Lakers,93,0.414,0.342,0.211,12,35,22,15,4,15,2018-01-24
Lakers,107,0.453,0.308,0.5,11,48,24,4,0,14,2018-01-26
Mavericks,101,0.378,0.256,0.512,4,35,20,5,1,8,2018-01-26
Lakers,114,0.396,0.343,0.743,12,32,25,11,8,13,2018-01-28
Grizzlies,123,0.512,0.455,1.318,6,42,24,8,8,18,2018-01-28
Lakers,90,0.469,0.385,0.154,6,24,25,9,1,16,2018-01-30
Thunder,114,0.484,0.343,0.286,21,33,22,10,6,16,2018-01-30
Pacers,86,0.381,0.08,0.4,12,32,15,9,4,9,2018-02-03
Lakers,99,0.55,0.321,0.071,6,41,26,7,6,14,2018-02-03
Lakers,108,0.451,0.208,0.875,10,38,23,6,3,9,2018-02-05
Bulls,103,0.376,0.472,0.444,16,37,21,3,7,13,2018-02-05
Lakers,105,0.47,0.2,1.15,11,32,18,7,1,16,2018-02-09
Magic,127,0.543,0.562,0.656,4,31,28,13,4,14,2018-02-09
Lakers,108,0.488,0.433,0.367,8,32,24,6,7,19,2018-02-10
Thunder,104,0.449,0.28,0.68,13,33,17,13,6,17,2018-02-10
Suns,93,0.383,0.276,0.448,16,32,24,4,4,11,2018-02-12
Lakers,112,0.47,0.423,0.885,12,44,19,7,7,14,2018-02-12
Thunder,81,0.356,0.235,0.265,17,33,16,6,4,13,2018-02-14
Lakers,106,0.438,0.323,0.387,13,38,28,5,7,8,2018-02-14
Lakers,123,0.548,0.471,0.441,9,28,29,7,0,17,2018-02-22
