team,pts,fg%,3pt%,ft%,oreb,dreb,ast,stl,blk,to,date
Spurs,108,0.476,0.474,1.0,11,37,24,10,7,12,2017-12-13
Timberwolves,101,0.481,0.583,1.333,10,24,22,3,2,16,2017-12-15
Spurs,117,0.51,0.231,0.5,14,27,32,11,8,5,2017-12-15
Wizards,90,0.422,0.32,0.48,9,26,27,11,4,12,2017-12-17
Spurs,98,0.494,0.304,0.565,12,30,21,7,10,15,2017-12-17
Jazz,120,0.489,0.393,0.821,5,29,24,10,3,15,2017-12-18
Spurs,124,0.511,0.412,1.353,11,38,21,9,7,13,2017-12-18
Spurs,106,0.448,0.4,0.72,10,27,29,7,5,8,2017-12-20
Wizards,116,0.541,0.417,0.583,10,40,33,5,7,16,2017-12-20
Thunder,99,0.435,0.367,0.467,10,33,19,11,3,15,2017-12-23
Spurs,103,0.42,0.419,0.71,14,34,22,13,6,16,2017-12-23
Trail Blazers,105,0.477,0.393,0.357,11,29,18,4,5,13,2017-12-26
Spurs,116,0.56,0.333,0.714,4,32,21,12,3,7,2017-12-26
Hawks,91,0.379,0.233,0.4,6,32,19,11,4,13,2017-12-27
Hornets,109,0.43,0.306,0.667,12,45,17,5,4,21,2017-12-27
Hawks,93,0.474,0.412,0.824,6,35,14,9,1,20,2017-12-29
Heat,104,0.459,0.378,0.324,10,31,21,12,6,19,2017-12-29
Nuggets,105,0.462,0.2,0.85,11,35,25,8,4,11,2017-12-31
Hawks,100,0.416,0.424,0.364,11,32,23,7,4,12,2017-12-31
Hawks,94,0.41,0.424,0.364,10,22,19,11,1,24,2018-01-03
Wizards,113,0.538,0.292,0.917,11,31,22,14,10,23,2018-01-03
Hawks,106,0.43,0.407,0.556,11,38,25,7,3,17,2018-01-06
Magic,110,0.469,0.214,0.429,13,39,17,9,7,16,2018-01-06
Magic,110,0.489,0.382,0.206,10,29,39,7,2,12,2018-01-08
Hawks,117,0.512,0.515,0.545,9,31,33,7,6,12,2018-01-08
Heat,104,0.456,0.28,1.0,8,34,19,9,6,19,2018-01-10
Hawks,110,0.458,0.364,1.182,10,29,25,8,6,12,2018-01-10
Hawks,117,0.518,0.469,0.438,7,20,28,12,3,15,2018-01-12
Thunder,120,0.537,0.52,0.76,15,25,24,11,5,19,2018-01-12
Wizards,99,0.432,0.375,0.833,9,31,24,6,5,13,2018-01-14
Hawks,113,0.436,0.297,0.541,16,37,28,7,7,11,2018-01-14
Trail Blazers,89,0.424,0.28,0.4,15,31,19,9,8,20,2018-01-15
Hawks,104,0.449,0.467,0.333,13,32,29,12,3,13,2018-01-15
Hawks,89,0.361,0.308,0.808,11,28,14,7,5,16,2018-01-18
Trail Blazers,110,0.537,0.433,0.367,6,38,30,11,5,15,2018-01-18
Hawks,110,0.5,0.444,0.667,6,38,25,6,4,16,2018-01-19
Nuggets,97,0.4,0.243,0.324,14,26,27,13,6,12,2018-01-19
Jazz,90,0.434,0.267,1.333,7,32,20,8,6,16,2018-01-21
Hawks,104,0.482,0.462,0.462,10,34,24,8,5,17,2018-01-21
Hawks,110,0.468,0.5,0.7,6,33,23,6,5,20,2018-01-24
Hornets,121,0.455,0.382,0.824,11,32,25,13,8,11,2018-01-24
Wizards,129,0.576,0.562,0.406,7,31,40,7,6,12,2018-01-26
Hawks,104,0.432,0.279,0.372,11,21,24,2,4,12,2018-01-26
Timberwolves,100,0.47,0.368,0.789,7,28,24,15,5,13,2018-01-27
Hawks,105,0.494,0.382,0.412,8,36,27,8,8,21,2018-01-27
Hornets,123,0.511,0.531,0.438,12,30,29,6,1,10,2018-01-29
Hawks,110,0.506,0.375,0.625,4,25,26,5,4,9,2018-01-29
Hawks,98,0.425,0.4,0.4,9,37,25,4,7,17,2018-01-31
Magic,100,0.429,0.31,0.655,8,28,20,10,6,13,2018-01-31
Thunder,119,0.472,0.457,0.543,9,29,27,9,11,7,2018-02-02
Hawks,107,0.425,0.419,0.645,13,34,26,5,5,15,2018-02-02
Hornets,129,0.529,0.515,0.606,6,39,30,3,3,10,2018-02-03
Hawks,117,0.467,0.444,0.472,6,40,30,5,2,11,2018-02-03
Hawks,99,0.404,0.273,0.424,11,41,21,7,3,13,2018-02-05
Jazz,94,0.371,0.176,0.647,12,39,16,8,8,16,2018-02-05
Hawks,114,0.532,0.481,0.704,4,33,26,10,2,20,2018-02-07
Timberwolves,126,0.533,0.433,0.567,7,30,33,9,1,13,2018-02-07
Magic,88,0.344,0.278,0.333,11,30,19,8,6,5,2018-02-09
Hawks,94,0.482,0.306,0.028,5,47,33,0,3,14,2018-02-09
Hawks,98,0.42,0.394,0.333,12,37,24,10,1,15,2018-02-11
Heat,101,0.451,0.242,0.333,11,35,22,10,8,14,2018-02-11
Heat,115,0.447,0.447,0.368,10,44,23,9,10,11,2018-02-14
Hawks,86,0.367,0.3,0.367,10,38,20,5,6,15,2018-02-14
Hawks,103,0.481,0.333,0.485,7,43,24,5,5,18,2018-02-23
Wizards,97,0.402,0.36,0.72,9,36,18,8,4,12,2018-02-23
Nuggets,93,0.38,0.258,0.29,18,33,18,6,1,13,2018-02-26
Hornets,110,0.469,0.419,0.677,10,40,17,5,5,14,2018-02-26
Magic,113,0.423,0.333,0.606,9,30,28,11,4,11,2018-02-28
Hornets,120,0.546,0.333,0.444,12,47,31,6,7,17,2018-02-28
Hornets,94,0.416,0.321,0.393,10,30,24,8,3,11,2018-03-02
Timberwolves,112,0.458,0.417,1.083,12,42,20,4,4,16,2018-03-02
Timberwolves,102,0.411,0.222,0.815,10,28,13,8,6,10,2018-03-04
Hornets,118,0.494,0.423,0.885,11,41,22,5,7,17,2018-03-04
Wizards,124,0.485,0.333,0.515,9,34,25,4,6,12,2018-03-05
Hornets,129,0.473,0.357,1.179,14,34,23,5,5,11,2018-03-05
Hornets,100,0.481,0.25,0.95,10,30,21,9,5,22,2018-03-07
Heat,105,0.487,0.4,0.371,9,30,25,8,4,21,2018-03-07
Magic,94,0.439,0.312,0.375,5,35,24,5,5,20,2018-03-09
Hornets,104,0.405,0.176,1.941,11,41,17,13,5,14,2018-03-09
Hornets,116,0.531,0.52,0.68,9,32,22,7,4,12,2018-03-11
Thunder,103,0.412,0.346,0.923,11,28,16,4,2,14,2018-03-11
Heat,104,0.5,0.355,0.484,5,35,25,10,8,16,2018-03-13
Hornets,98,0.41,0.37,0.741,11,31,21,7,1,16,2018-03-13
Trail Blazers,93,0.468,0.417,0.375,5,42,19,2,3,20,2018-03-15
Hornets,91,0.344,0.226,0.581,13,38,18,9,3,6,2018-03-15
Jazz,88,0.364,0.343,0.571,8,37,19,5,8,14,2018-03-17
Hornets,99,0.41,0.333,0.963,8,38,17,8,2,12,2018-03-17
Thunder,101,0.402,0.308,0.577,19,38,17,8,9,9,2018-03-19
Hornets,91,0.398,0.321,0.571,9,41,16,3,7,14,2018-03-19
Wizards,109,0.488,0.565,0.696,7,33,31,3,7,16,2018-03-21
Hornets,133,0.49,0.484,0.71,13,36,27,10,5,9,2018-03-21
Heat,106,0.494,0.464,0.25,8,39,28,5,6,14,2018-03-23
Hornets,105,0.456,0.259,0.593,8,35,22,9,8,7,2018-03-23
Hornets,91,0.345,0.208,1.167,12,34,12,6,6,7,2018-03-25
Heat,95,0.447,0.308,0.423,11,40,25,4,5,12,2018-03-25
Hornets,104,0.506,0.423,0.577,5,31,21,7,1,10,2018-03-27
Nuggets,121,0.568,0.529,0.324,5,36,30,10,2,11,2018-03-27
Hornets,103,0.388,0.394,0.424,7,37,17,10,3,11,2018-03-29
Trail Blazers,109,0.456,0.29,0.581,9,48,18,7,7,17,2018-03-29
Hornets,94,0.412,0.375,0.625,5,28,17,8,2,7,2018-04-01
Jazz,106,0.488,0.345,0.483,7,42,29,5,7,12,2018-04-01
Hornets,104,0.432,0.433,0.5,8,37,26,14,4,12,2018-04-03
Magic,102,0.419,0.405,0.405,9,39,21,7,0,20,2018-04-03
Hornets,122,0.489,0.436,0.436,13,28,26,7,5,8,2018-04-05
Wizards,105,0.494,0.36,0.64,6,30,25,3,0,14,2018-04-05
Hornets,93,0.455,0.261,0.739,9,37,22,6,2,17,2018-04-06
Wizards,107,0.455,0.462,0.231,11,33,30,11,4,12,2018-04-06
Hornets,137,0.558,0.548,0.774,9,41,32,4,5,9,2018-04-08
Magic,100,0.447,0.391,0.304,12,24,27,2,3,8,2018-04-08
Heat,109,0.436,0.267,0.433,11,33,27,6,4,13,2018-04-10
Magic,116,0.478,0.381,1.048,11,39,22,8,9,14,2018-04-10
Timberwolves,125,0.451,0.478,1.391,10,30,20,16,4,16,2017-10-18
Heat,122,0.527,0.259,0.63,15,35,17,8,5,24,2017-10-18
Heat,94,0.468,0.405,0.189,8,33,23,9,6,23,2017-10-20
Nuggets,95,0.45,0.391,0.609,13,28,17,9,6,17,2017-10-20
Heat,84,0.39,0.4,0.56,7,41,10,9,6,19,2017-10-21
Jazz,74,0.338,0.238,0.905,4,36,12,10,7,17,2017-10-21
Wizards,102,0.41,0.474,1.526,11,29,9,8,2,12,2017-10-23
Heat,93,0.41,0.433,0.533,12,30,15,3,3,17,2017-10-23
Heat,91,0.41,0.286,0.371,10,42,21,6,7,15,2017-10-26
Wizards,88,0.381,0.286,0.4,7,39,18,4,4,12,2017-10-26
Heat,109,0.475,0.487,0.359,9,33,29,4,4,13,2017-10-29
Timberwolves,97,0.44,0.412,0.941,13,31,21,9,3,10,2017-10-29
Trail Blazers,102,0.5,0.357,0.714,5,28,14,7,2,11,2017-10-31
Heat,95,0.472,0.433,0.467,10,26,19,6,1,15,2017-10-31
Magic,89,0.407,0.25,0.9,10,32,14,8,5,17,2017-11-01
Heat,107,0.451,0.333,0.424,16,37,22,11,5,15,2017-11-01
Heat,117,0.511,0.5,0.625,11,29,24,6,2,8,2017-11-03
Magic,111,0.543,0.444,0.407,9,28,31,2,9,12,2017-11-03
Jazz,102,0.451,0.312,0.562,8,36,15,6,5,11,2017-11-07
Heat,103,0.482,0.31,0.483,8,29,21,6,6,8,2017-11-07
Magic,111,0.488,0.433,0.533,5,34,25,8,5,11,2017-11-10
Heat,109,0.43,0.13,1.13,17,36,21,5,4,12,2017-11-10
Heat,113,0.447,0.273,0.606,13,28,26,11,3,14,2017-11-11
Wizards,117,0.5,0.583,0.958,8,33,25,7,3,18,2017-11-11
Wizards,102,0.442,0.35,1.35,8,32,22,4,2,15,2017-11-13
Heat,129,0.591,0.357,0.536,5,37,27,9,5,10,2017-11-13
Heat,99,0.429,0.323,0.355,10,36,24,6,4,11,2017-11-15
Trail Blazers,115,0.458,0.389,0.694,9,41,23,5,6,12,2017-11-15
Nuggets,141,0.46,0.474,0.816,11,35,23,10,5,13,2017-11-18
Heat,149,0.549,0.556,0.472,7,39,36,5,11,11,2017-11-18
Heat,99,0.391,0.433,0.6,8,33,22,4,1,10,2017-11-20
Thunder,105,0.429,0.308,0.962,12,39,17,7,1,11,2017-11-20
Thunder,115,0.432,0.4,0.886,7,36,21,9,4,9,2017-11-22
Heat,93,0.46,0.227,0.364,8,35,21,6,4,15,2017-11-22
Magic,107,0.471,0.355,0.452,8,28,24,7,5,12,2017-11-25
Nuggets,125,0.529,0.414,0.724,13,37,29,9,4,12,2017-11-25
Magic,94,0.468,0.379,0.31,7,34,19,6,4,15,2017-11-28
Trail Blazers,99,0.437,0.519,0.333,10,31,21,7,2,12,2017-11-28
Jazz,125,0.48,0.412,0.5,14,40,31,10,4,10,2017-11-30
Magic,85,0.383,0.276,0.517,11,35,13,10,5,16,2017-11-30
Magic,118,0.505,0.324,0.378,7,37,28,4,4,14,2017-12-02
Timberwolves,124,0.46,0.348,1.565,10,32,22,9,3,7,2017-12-02
Thunder,108,0.396,0.375,0.625,21,27,17,8,5,13,2017-12-04
Magic,121,0.592,0.433,0.6,2,35,28,9,7,13,2017-12-04
Nuggets,103,0.494,0.286,0.619,6,38,21,7,7,12,2017-12-06
Magic,89,0.398,0.238,0.857,11,31,18,5,7,14,2017-12-06
Trail Blazers,95,0.43,0.444,0.722,6,39,18,7,9,14,2017-12-08
Magic,88,0.381,0.345,0.483,8,37,15,7,3,15,2017-12-08
Magic,103,0.483,0.308,0.423,4,24,17,7,3,12,2017-12-09
Wizards,130,0.547,0.533,0.667,12,37,29,5,2,16,2017-12-09
Magic,119,0.512,0.414,0.862,12,28,32,7,3,15,2017-12-13
Wizards,125,0.568,0.25,0.812,14,27,26,9,6,11,2017-12-13
Timberwolves,102,0.439,0.438,0.562,11,26,19,10,9,7,2017-12-15
Magic,108,0.444,0.355,0.548,15,36,24,4,10,16,2017-12-15
Wizards,115,0.541,0.269,0.615,12,26,35,14,6,14,2017-12-16
Magic,98,0.442,0.312,0.625,10,25,17,12,4,20,2017-12-16
Magic,105,0.464,0.414,0.517,8,27,23,15,6,16,2017-12-19
Thunder,112,0.477,0.44,0.68,14,36,24,6,6,20,2017-12-19
Magic,80,0.341,0.324,0.324,6,30,18,7,4,14,2017-12-22
Jazz,94,0.493,0.323,0.387,6,42,23,8,7,15,2017-12-22
Wizards,92,0.347,0.294,0.471,18,32,17,5,1,12,2017-12-23
Magic,101,0.429,0.406,0.688,6,36,20,6,7,16,2017-12-23
Wizards,109,0.44,0.3,0.867,10,28,24,13,3,15,2017-12-26
Nuggets,104,0.487,0.348,0.783,9,35,27,5,2,23,2017-12-26
Trail Blazers,108,0.512,0.375,0.708,6,35,18,3,6,16,2017-12-28
Wizards,105,0.461,0.348,0.652,7,30,20,9,4,11,2017-12-28
Wizards,92,0.434,0.357,0.357,9,35,23,5,4,7,2017-12-29
Timberwolves,89,0.412,0.333,0.3,13,36,27,3,1,10,2017-12-29
Wizards,69,0.287,0.2,0.95,12,19,9,8,2,13,2018-01-01
Jazz,116,0.566,0.471,0.412,10,42,29,9,3,16,2018-01-01
Wizards,106,0.472,0.44,0.44,11,33,20,16,6,9,2018-01-03
Trail Blazers,92,0.41,0.444,0.593,7,34,18,2,5,18,2018-01-03
Jazz,107,0.467,0.333,0.303,11,28,23,15,3,12,2018-01-05
Wizards,104,0.526,0.4,0.48,9,36,25,8,1,23,2018-01-05
Wizards,112,0.488,0.457,0.343,12,27,25,10,2,23,2018-01-06
Thunder,121,0.517,0.333,0.815,13,27,18,16,6,14,2018-01-06
Thunder,96,0.375,0.281,0.844,14,38,19,7,8,20,2018-01-08
Wizards,102,0.382,0.28,1.08,7,36,27,8,7,12,2018-01-08
Timberwolves,116,0.529,0.333,0.81,11,26,23,10,7,10,2018-01-10
Wizards,111,0.512,0.4,0.95,14,25,26,6,4,11,2018-01-10
Nuggets,108,0.435,0.5,0.5,7,31,25,5,10,10,2018-01-12
Wizards,100,0.475,0.5,0.357,8,38,28,3,2,17,2018-01-12
Nuggets,96,0.468,0.481,0.407,7,31,21,4,3,20,2018-01-14
Jazz,106,0.506,0.375,0.625,6,30,28,9,5,15,2018-01-14
Thunder,94,0.422,0.367,0.233,18,26,16,15,7,16,2018-01-15
Nuggets,102,0.463,0.333,0.63,14,31,27,7,7,18,2018-01-15
Nuggets,82,0.357,0.281,0.406,12,23,13,9,2,20,2018-01-17
Trail Blazers,99,0.521,0.333,0.762,8,35,22,12,5,21,2018-01-17
Nuggets,77,0.359,0.206,0.412,12,30,13,6,4,17,2018-01-20
Jazz,106,0.483,0.438,0.25,9,34,24,7,6,11,2018-01-20
Nuggets,94,0.43,0.324,0.216,8,37,21,8,3,11,2018-01-22
Thunder,95,0.481,0.292,0.417,6,34,13,9,5,10,2018-01-22
Timberwolves,112,0.494,0.333,0.75,8,29,28,12,2,8,2018-01-26
Nuggets,104,0.5,0.464,0.679,8,34,27,6,5,21,2018-01-26
Nuggets,102,0.494,0.28,0.44,16,33,19,4,10,14,2018-01-28
Trail Blazers,85,0.422,0.273,0.409,10,24,15,6,4,9,2018-01-28
Jazz,83,0.321,0.286,0.543,12,30,19,7,0,7,2018-01-29
Nuggets,107,0.481,0.367,0.6,10,43,23,3,1,9,2018-01-29
Nuggets,125,0.462,0.385,0.667,11,37,26,3,2,9,2018-02-01
Timberwolves,128,0.522,0.414,0.759,7,35,27,4,7,6,2018-02-01
Jazz,91,0.452,0.364,0.091,8,45,26,7,5,17,2018-02-02
Nuggets,99,0.442,0.4,0.257,4,33,24,9,1,10,2018-02-02
Trail Blazers,101,0.424,0.32,0.84,11,33,19,11,6,11,2018-02-04
Nuggets,104,0.41,0.333,0.867,14,35,23,7,8,15,2018-02-04
Thunder,124,0.52,0.321,0.464,9,31,34,5,6,7,2018-02-06
Nuggets,127,0.515,0.395,0.316,9,34,32,3,10,11,2018-02-06
Nuggets,126,0.521,0.333,0.6,12,46,27,4,5,15,2018-02-09
Thunder,125,0.417,0.455,0.341,18,32,25,13,2,8,2018-02-09
Timberwolves,96,0.429,0.25,0.5,12,35,22,4,1,8,2018-02-10
Nuggets,100,0.393,0.306,0.528,13,34,21,3,7,10,2018-02-10
Trail Blazers,82,0.33,0.212,0.394,18,39,10,8,2,17,2018-02-13
Nuggets,88,0.373,0.231,0.769,10,42,22,7,5,12,2018-02-13
Nuggets,106,0.456,0.406,0.344,10,37,19,4,4,12,2018-02-15
Timberwolves,112,0.472,0.391,0.826,8,32,24,10,2,8,2018-02-15
Jazz,97,0.481,0.409,0.636,7,31,23,10,8,19,2018-02-23
Timberwolves,100,0.444,0.318,0.955,10,34,17,11,2,15,2018-02-23
Timberwolves,115,0.5,0.4,0.76,10,35,25,5,1,17,2018-02-25
Thunder,113,0.479,0.355,0.323,9,27,26,9,6,11,2018-02-25
Thunder,116,0.5,0.286,0.786,11,24,19,8,9,14,2018-02-27
Timberwolves,119,0.488,0.364,1.227,17,27,23,5,7,15,2018-02-27
Timberwolves,109,0.521,0.5,1.25,5,35,22,9,5,15,2018-02-28
Jazz,98,0.44,0.35,0.25,8,23,23,8,4,15,2018-02-28
Timberwolves,107,0.513,0.5,0.708,6,20,26,7,5,16,2018-03-02
Thunder,111,0.519,0.308,0.808,13,29,28,7,7,18,2018-03-02
Trail Blazers,107,0.548,0.417,0.208,7,33,26,6,8,17,2018-03-04
Timberwolves,108,0.462,0.368,0.895,11,21,19,6,2,10,2018-03-04
Thunder,88,0.4,0.24,0.72,10,31,13,9,2,18,2018-03-05
Timberwolves,104,0.487,0.35,0.95,11,34,22,11,5,14,2018-03-05
Trail Blazers,103,0.494,0.44,0.56,8,30,19,6,3,17,2018-03-07
Timberwolves,120,0.537,0.368,1.421,7,31,21,12,3,11,2018-03-07
Timberwolves,114,0.536,0.375,1.125,5,28,20,7,2,6,2018-03-09
Trail Blazers,123,0.549,0.548,0.516,6,31,24,4,1,10,2018-03-09
Timberwolves,99,0.447,0.2,0.95,9,40,16,5,7,15,2018-03-12
Trail Blazers,108,0.391,0.3,0.9,12,36,17,9,6,8,2018-03-12
Timberwolves,108,0.514,0.529,1.353,2,25,14,9,0,12,2018-03-14
Jazz,116,0.513,0.31,0.931,11,34,21,7,5,18,2018-03-14
Jazz,121,0.605,0.393,0.643,6,39,29,8,7,16,2018-03-17
Timberwolves,97,0.422,0.333,0.542,7,25,19,10,1,12,2018-03-17
Thunder,87,0.41,0.333,0.364,8,30,15,14,4,17,2018-03-19
Jazz,96,0.494,0.31,0.379,7,34,22,11,4,18,2018-03-19
Thunder,99,0.449,0.333,0.242,6,26,17,11,2,11,2018-03-21
Trail Blazers,103,0.5,0.35,1.1,7,37,20,6,7,21,2018-03-21
Jazz,94,0.43,0.333,0.455,9,26,18,16,5,16,2018-03-23
Thunder,100,0.481,0.222,1.0,12,34,18,11,6,18,2018-03-23
Jazz,79,0.356,0.226,0.645,11,28,13,6,3,18,2018-03-25
Thunder,107,0.519,0.348,0.826,8,34,23,15,5,13,2018-03-25
Thunder,103,0.443,0.414,0.448,15,30,18,9,5,7,2018-03-27
Jazz,89,0.458,0.231,0.654,6,31,16,3,2,12,2018-03-27
Trail Blazers,117,0.531,0.435,0.913,8,34,19,10,2,15,2018-03-29
Thunder,106,0.44,0.419,0.613,11,27,20,6,4,14,2018-03-29
Thunder,100,0.44,0.222,0.519,9,31,18,6,6,12,2018-03-30
Trail Blazers,108,0.443,0.333,0.576,14,33,20,6,8,15,2018-03-30
Trail Blazers,108,0.467,0.265,0.441,18,31,20,8,7,13,2018-04-01
Thunder,105,0.44,0.296,0.852,13,26,16,9,5,10,2018-04-01
Trail Blazers,103,0.398,0.265,0.588,11,42,17,8,8,17,2018-04-03
Jazz,112,0.378,0.448,1.069,10,45,16,9,8,14,2018-04-03
Jazz,115,0.466,0.5,0.769,16,42,23,8,4,13,2018-04-05
Trail Blazers,96,0.407,0.36,0.84,6,31,16,7,4,13,2018-04-05
Trail Blazers,100,0.448,0.375,0.542,6,35,14,11,5,12,2018-04-07
Jazz,81,0.423,0.24,0.36,8,35,15,7,6,19,2018-04-07
Jazz,93,0.371,0.348,0.826,14,39,18,5,7,14,2018-04-09
Trail Blazers,102,0.461,0.375,0.458,7,39,19,9,9,10,2018-04-09
