team,fg,fg%,3pt,3pt%,ft,ft%,oreb,dreb,reb,ast,stl,blk,to,pf,pts,home,date,game_id
Cavaliers,42-85,49.4,13-36,36.1,14-20,70.0,10,41,51,34,11,4,15,23,111,1,2019-02-21,401071540
Grizzlies,40-90,44.4,5-25,20.0,22-28,78.6,15,28,43,18,7,6,12,21,107,0,2019-02-23,401071558
Cavaliers,39-88,44.3,16-42,38.1,18-23,78.3,14,38,52,25,6,3,18,26,112,1,2019-02-23,401071558
Trail Blazers,44-78,56.4,18-29,62.1,17-22,77.3,6,39,45,26,5,6,13,24,123,0,2019-02-25,401071571
Cavaliers,37-89,41.6,13-34,38.2,23-26,88.5,13,27,40,22,4,1,7,20,110,1,2019-02-25,401071571
Cavaliers,41-80,51.2,14-34,41.2,29-36,80.6,8,32,40,24,5,3,11,20,125,0,2019-02-28,401071597
Knicks,46-95,48.4,11-32,34.4,15-23,65.2,14,26,40,26,4,3,8,28,118,1,2019-02-28,401071597
Pistons,47-87,54.0,20-37,54.1,15-17,88.2,9,42,51,27,5,8,9,24,129,0,2019-03-02,401071608
Cavaliers,27-79,34.2,13-34,38.2,26-32,81.3,9,24,33,15,7,1,12,19,93,1,2019-03-02,401071608
Magic,39-88,44.3,6-26,23.1,9-11,81.8,8,33,41,23,5,4,11,17,93,0,2019-03-03,401071621
Cavaliers,36-83,43.4,14-43,32.6,21-23,91.3,9,35,44,20,7,2,11,15,107,1,2019-03-03,401071621
Cavaliers,35-87,40.2,16-38,42.1,21-29,72.4,11,36,47,23,7,3,17,22,107,0,2019-03-06,401071642
Nets,43-91,47.3,12-33,36.4,15-26,57.7,11,39,50,21,5,7,14,22,113,1,2019-03-06,401071642
Cavaliers,39-81,48.1,19-43,44.2,13-16,81.3,6,22,28,28,6,1,15,25,110,0,2019-03-08,401071652
Heat,45-79,57.0,12-25,48.0,24-33,72.7,14,31,45,31,5,5,12,15,126,1,2019-03-08,401071652
Raptors,40-84,47.6,11-39,28.2,10-17,58.8,6,37,43,20,8,3,20,24,101,0,2019-03-11,401071674
Cavaliers,44-94,46.8,18-41,43.9,20-21,95.2,11,40,51,27,8,1,12,19,126,1,2019-03-11,401071674
Cavaliers,40-101,39.6,13-38,34.2,6-8,75.0,9,28,37,14,8,2,7,17,99,0,2019-03-12,401071681
76ers,42-85,49.4,8-23,34.8,14-17,82.4,12,48,60,25,4,7,21,18,106,1,2019-03-12,401071681
Cavaliers,35-86,40.7,7-31,22.6,14-15,93.3,8,35,43,13,4,4,15,18,91,0,2019-03-14,401071694
Magic,45-93,48.4,14-31,45.2,16-21,76.2,12,38,50,31,11,3,9,14,120,1,2019-03-14,401071694
Cavaliers,40-86,46.5,15-38,39.5,21-22,95.5,6,27,33,20,1,0,6,20,116,0,2019-03-16,401071710
Mavericks,46-89,51.7,16-34,47.1,13-16,81.3,9,31,40,32,3,5,5,22,121,1,2019-03-16,401071710
Pistons,42-94,44.7,18-44,40.9,17-21,81.0,19,28,47,24,6,4,11,21,119,0,2019-03-18,401071723
Cavaliers,46-79,58.2,11-22,50.0,23-27,85.2,5,31,36,22,6,3,8,16,126,1,2019-03-18,401071723
Bucks,36-91,39.6,13-32,40.6,17-21,81.0,11,40,51,24,9,7,9,16,102,0,2019-03-20,401071738
Cavaliers,39-93,41.9,11-39,28.2,18-24,75.0,13,41,54,18,4,6,11,17,107,1,2019-03-20,401071738
Clippers,42-82,51.2,6-26,23.1,20-23,87.0,7,36,43,24,6,6,11,16,110,0,2019-03-22,401071754
Cavaliers,43-90,47.8,12-31,38.7,10-13,76.9,8,33,41,14,7,2,13,22,108,1,2019-03-22,401071754
Cavaliers,41-96,42.7,11-41,26.8,12-17,70.6,12,33,45,23,6,1,12,21,105,0,2019-03-24,401071769
Bucks,48-87,55.2,15-41,36.6,16-21,76.2,4,41,45,26,8,7,9,13,127,1,2019-03-24,401071769
Celtics,46-91,50.5,10-25,40.0,14-19,73.7,11,35,46,23,8,3,10,21,116,0,2019-03-26,401071781
Cavaliers,39-80,48.8,9-28,32.1,19-25,76.0,3,33,36,24,4,1,14,21,106,1,2019-03-26,401071781
Cavaliers,45-92,48.9,12-29,41.4,8-10,80.0,14,35,49,18,6,1,14,20,110,0,2019-03-28,401071802
Spurs,45-85,52.9,14-33,42.4,12-17,70.6,4,29,33,27,8,6,11,14,116,1,2019-03-28,401071802
Cavaliers,41-92,44.6,3-23,13.0,23-28,82.1,14,22,36,18,11,0,11,16,108,0,2019-03-30,401071809
Clippers,53-85,62.4,15-33,45.5,11-16,68.8,9,35,44,33,5,5,16,25,132,1,2019-03-30,401071809
Cavaliers,45-99,45.5,8-22,36.4,15-22,68.2,18,30,48,17,5,3,9,24,113,0,2019-04-01,401071833
Suns,46-84,54.8,13-37,35.1,17-20,85.0,5,35,40,28,1,11,13,22,122,1,2019-04-01,401071833
Cavaliers,44-81,54.3,11-25,44.0,5-9,55.6,10,40,50,20,3,1,20,13,104,0,2019-04-04,401071851
Kings,48-97,49.5,14-38,36.8,7-10,70.0,8,28,36,28,12,3,6,14,117,1,2019-04-04,401071851
Cavaliers,43-97,44.3,7-30,23.3,21-23,91.3,12,36,48,21,9,1,5,11,114,0,2019-04-05,401071864
Warriors,46-87,52.9,20-37,54.1,8-8,100.0,4,34,38,29,2,8,13,21,120,1,2019-04-05,401071864
Spurs,43-82,52.4,9-22,40.9,17-22,77.3,11,38,49,27,10,5,18,18,112,0,2019-04-07,401071869
Cavaliers,31-79,39.2,8-29,27.6,20-27,74.1,10,25,35,16,14,1,17,16,90,1,2019-04-07,401071869
Hornets,45-78,57.7,22-44,50.0,12-17,70.6,5,32,37,35,8,7,10,13,124,0,2019-04-09,401071882
Cavaliers,40-89,44.9,11-30,36.7,6-8,75.0,14,27,41,24,3,2,14,18,97,1,2019-04-09,401071882
Mavericks,38-88,43.2,10-33,30.3,14-20,70.0,10,28,38,28,7,5,9,16,100,0,2018-10-17,401070216
Suns,44-81,54.3,19-34,55.9,14-16,87.5,6,38,44,35,5,2,11,22,121,1,2018-10-17,401070216
Timberwolves,44-84,52.4,14-27,51.9,34-40,85.0,6,27,33,23,10,3,17,30,136,0,2018-10-20,401070715
Mavericks,49-98,50.0,17-50,34.0,25-34,73.5,15,27,42,29,8,8,16,28,140,1,2018-10-20,401070715
Bulls,41-80,51.2,13-23,56.5,14-21,66.7,7,27,34,18,6,4,19,29,109,0,2018-10-22,401070725
Mavericks,40-93,43.0,15-47,31.9,20-21,95.2,13,28,41,25,8,2,15,16,115,1,2018-10-22,401070725
Mavericks,38-91,41.8,12-40,30.0,16-26,61.5,9,43,52,25,7,9,17,27,104,0,2018-10-24,401070733
Hawks,37-91,40.7,15-38,39.5,22-31,71.0,10,44,54,28,6,6,15,26,111,1,2018-10-24,401070733
Mavericks,38-92,41.3,12-30,40.0,19-24,79.2,10,34,44,22,6,6,14,17,107,0,2018-10-26,401070750
Raptors,44-91,48.4,11-27,40.7,17-20,85.0,12,38,50,23,10,5,12,22,116,1,2018-10-26,401070750
Jazz,42-80,52.5,10-25,40.0,19-22,86.4,8,35,43,25,8,6,18,27,113,0,2018-10-28,401070765
Mavericks,38-91,41.8,9-28,32.1,19-25,76.0,12,31,43,24,6,3,13,19,104,1,2018-10-28,401070765
Mavericks,43-91,47.3,10-34,29.4,12-17,70.6,8,41,49,15,9,3,22,21,108,0,2018-10-29,401070775
Spurs,42-91,46.2,9-20,45.0,20-21,95.2,5,36,41,27,17,2,17,19,113,1,2018-10-29,401070775
Mavericks,43-86,50.0,13-29,44.8,14-19,73.7,10,30,40,24,5,5,23,24,113,0,2018-10-31,401070790
Lakers,43-84,51.2,10-17,58.8,18-24,75.0,8,31,39,23,12,6,20,27,114,1,2018-10-31,401070790
Knicks,46-84,54.8,7-29,24.1,19-26,73.1,10,30,40,26,13,4,12,24,118,0,2018-11-02,401070802
Mavericks,40-81,49.4,11-29,37.9,15-24,62.5,11,29,40,22,6,1,18,28,106,1,2018-11-02,401070802
Wizards,37-87,42.5,11-35,31.4,15-20,75.0,5,27,32,27,8,6,10,24,100,0,2018-11-06,401070831
Mavericks,39-82,47.6,15-34,44.1,26-27,96.3,10,40,50,25,4,6,17,22,119,1,2018-11-06,401070831
Mavericks,29-73,39.7,8-24,33.3,36-40,90.0,12,37,49,14,3,4,24,27,102,0,2018-11-07,401070841
Jazz,43-89,48.3,13-37,35.1,18-26,69.2,8,27,35,31,12,10,11,32,117,1,2018-11-07,401070841
Thunder,38-97,39.2,9-34,26.5,11-18,61.1,26,27,53,17,9,2,16,19,96,0,2018-11-10,401070863
Mavericks,43-77,55.8,14-29,48.3,11-17,64.7,4,34,38,31,9,5,16,23,111,1,2018-11-10,401070863
Mavericks,37-79,46.8,10-33,30.3,19-29,65.5,7,42,49,18,11,7,19,22,103,0,2018-11-12,401070874
Bulls,35-89,39.3,8-33,24.2,20-22,90.9,8,37,45,16,11,3,17,26,98,1,2018-11-12,401070874
Jazz,25-81,30.9,6-35,17.1,12-19,63.2,8,25,33,16,11,3,21,21,68,0,2018-11-14,401070891
Mavericks,45-77,58.4,12-28,42.9,16-24,66.7,7,44,51,24,12,6,19,19,118,1,2018-11-14,401070891
Warriors,42-94,44.7,9-33,27.3,16-17,94.1,12,35,47,24,6,6,12,27,109,0,2018-11-17,401070913
Mavericks,40-86,46.5,10-34,29.4,22-34,64.7,8,38,46,18,6,5,10,18,112,1,2018-11-17,401070913
Mavericks,30-88,34.1,10-32,31.3,18-21,85.7,7,36,43,17,8,4,9,19,88,0,2018-11-19,401070925
Grizzlies,37-79,46.8,12-30,40.0,12-14,85.7,5,40,45,29,8,11,15,21,98,1,2018-11-19,401070925
Nets,42-94,44.7,14-42,33.3,15-21,71.4,16,26,42,23,8,2,14,31,113,0,2018-11-21,401070942
Mavericks,38-78,48.7,11-27,40.7,32-41,78.0,8,37,45,21,10,3,13,20,119,1,2018-11-21,401070942
Celtics,41-86,47.7,10-28,35.7,12-13,92.3,9,33,42,19,8,3,17,21,104,0,2018-11-24,401070964
Mavericks,42-87,48.3,16-41,39.0,13-21,61.9,13,30,43,27,12,3,16,16,113,1,2018-11-24,401070964
Mavericks,46-85,54.1,17-34,50.0,19-24,79.2,10,27,37,27,10,7,14,17,128,0,2018-11-28,401070990
Rockets,40-87,46.0,13-45,28.9,15-23,65.2,15,23,38,28,10,5,16,26,108,1,2018-11-28,401070990
Mavericks,34-86,39.5,10-39,25.6,25-34,73.5,9,37,46,20,9,4,16,25,103,0,2018-11-30,401071009
Lakers,42-86,48.8,9-30,30.0,21-32,65.6,9,38,47,23,8,3,17,29,114,1,2018-11-30,401071009
Clippers,42-95,44.2,9-24,37.5,17-22,77.3,8,36,44,23,9,5,10,22,110,0,2018-12-02,401071022
Mavericks,42-95,44.2,8-23,34.8,22-26,84.6,17,47,64,20,6,5,16,21,114,1,2018-12-02,401071022
Trail Blazers,38-84,45.2,7-24,29.2,19-23,82.6,11,37,48,20,7,6,18,29,102,0,2018-12-04,401071033
Mavericks,38-88,43.2,11-30,36.7,24-35,68.6,15,35,50,25,11,4,13,19,111,1,2018-12-04,401071033
Mavericks,39-91,42.9,14-46,30.4,14-21,66.7,11,34,45,26,7,4,18,17,106,0,2018-12-05,401071044
Pelicans,51-92,55.4,17-29,58.6,13-20,65.0,5,41,46,36,12,6,11,15,132,1,2018-12-05,401071044
Rockets,39-86,45.3,15-47,31.9,11-13,84.6,10,26,36,20,5,3,12,19,104,0,2018-12-08,401071059
Mavericks,41-83,49.4,12-30,40.0,13-16,81.3,14,30,44,21,9,3,15,14,107,1,2018-12-08,401071059
Magic,32-89,36.0,8-28,28.6,4-5,80.0,7,35,42,18,8,2,15,18,76,0,2018-12-10,401071078
Mavericks,35-82,42.7,10-35,28.6,21-25,84.0,9,43,52,28,7,4,12,11,101,1,2018-12-10,401071078
Hawks,43-93,46.2,11-33,33.3,10-14,71.4,16,28,44,21,7,2,21,30,107,0,2018-12-12,401071093
Mavericks,35-75,46.7,12-34,35.3,32-43,74.4,4,32,36,22,13,5,14,16,114,1,2018-12-12,401071093
Mavericks,31-78,39.7,5-33,15.2,22-33,66.7,14,39,53,14,7,4,23,19,89,0,2018-12-13,401071100
Suns,37-92,40.2,10-27,37.0,15-18,83.3,12,28,40,20,15,5,13,27,99,1,2018-12-13,401071100
Kings,46-98,46.9,9-31,29.0,19-21,90.5,11,36,47,20,6,7,9,26,120,0,2018-12-16,401071121
Mavericks,40-96,41.7,9-35,25.7,24-31,77.4,16,37,53,22,6,5,14,18,113,1,2018-12-16,401071121
Mavericks,40-86,46.5,15-37,40.5,23-30,76.7,6,27,33,26,8,1,8,17,118,0,2018-12-18,401071135
Nuggets,50-90,55.6,12-29,41.4,14-18,77.8,12,35,47,33,7,3,15,28,126,1,2018-12-18,401071135
Mavericks,43-92,46.7,10-28,35.7,25-33,75.8,16,29,45,24,8,0,11,30,121,0,2018-12-20,401071149
Clippers,47-83,56.6,6-20,30.0,25-31,80.6,11,29,40,26,5,5,12,25,125,1,2018-12-20,401071149
Mavericks,42-92,45.7,14-39,35.9,18-28,64.3,11,35,46,28,9,3,13,14,116,0,2018-12-22,401071165
Warriors,45-98,45.9,15-43,34.9,15-16,93.8,15,39,54,34,7,7,13,23,120,1,2018-12-22,401071165
Mavericks,43-103,41.7,12-34,35.3,20-28,71.4,8,41,49,22,1,2,9,20,118,0,2018-12-23,401071176
Trail Blazers,49-104,47.1,11-38,28.9,12-17,70.6,7,46,53,29,5,6,9,26,121,1,2018-12-23,401071176
Pelicans,42-90,46.7,12-27,44.4,23-30,76.7,7,32,39,25,4,2,10,27,119,0,2018-12-26,401071185
Mavericks,39-81,48.1,12-35,34.3,32-38,84.2,8,38,46,23,3,13,12,25,122,1,2018-12-26,401071185
Mavericks,37-78,47.4,15-32,46.9,23-33,69.7,11,28,39,19,7,6,16,22,112,0,2018-12-28,401071199
Pelicans,44-96,45.8,4-23,17.4,22-27,81.5,20,29,49,22,7,4,11,28,114,1,2018-12-28,401071199
Thunder,40-93,43.0,9-38,23.7,14-21,66.7,7,32,39,17,15,2,11,23,103,0,2018-12-30,401071215
Mavericks,37-81,45.7,14-39,35.9,17-22,77.3,9,40,49,21,8,3,23,19,105,1,2018-12-30,401071215
Mavericks,31-74,41.9,14-38,36.8,26-34,76.5,5,44,49,21,7,3,27,29,102,0,2018-12-31,401071223
Thunder,46-103,44.7,6-24,25.0,24-35,68.6,11,35,46,22,13,3,10,30,122,1,2018-12-31,401071223
Mavericks,44-95,46.3,18-45,40.0,16-18,88.9,12,45,57,31,9,4,10,14,122,0,2019-01-02,401071230
Hornets,32-90,35.6,6-32,18.8,14-19,73.7,12,34,46,23,4,3,14,20,84,1,2019-01-02,401071230
Mavericks,34-88,38.6,11-44,25.0,14-19,73.7,11,38,49,16,9,2,14,13,93,0,2019-01-04,401071242
Celtics,42-96,43.8,21-45,46.7,9-11,81.8,14,39,53,35,12,4,12,16,114,1,2019-01-04,401071242
Mavericks,38-88,43.2,9-31,29.0,15-23,65.2,9,40,49,27,4,3,15,23,100,0,2019-01-05,401071254
76ers,39-83,47.0,6-26,23.1,22-33,66.7,8,41,49,31,7,5,10,20,106,1,2019-01-05,401071254
Lakers,41-94,43.6,8-29,27.6,17-27,63.0,11,33,44,28,12,2,13,20,107,0,2019-01-07,401071272
Mavericks,36-86,41.9,8-30,26.7,17-24,70.8,14,38,52,12,10,7,18,20,97,1,2019-01-07,401071272
Suns,36-84,42.9,7-25,28.0,15-21,71.4,7,30,37,22,10,8,15,34,94,0,2019-01-09,401071289
Mavericks,30-70,42.9,12-34,35.3,32-45,71.1,8,34,42,21,7,5,19,17,104,1,2019-01-09,401071289
Mavericks,44-97,45.4,13-38,34.2,18-24,75.0,11,32,43,25,7,7,7,16,119,0,2019-01-11,401071302
Timberwolves,47-102,46.1,10-24,41.7,11-13,84.6,17,36,53,27,5,10,13,20,115,1,2019-01-11,401071302
Warriors,45-99,45.5,19-45,42.2,10-12,83.3,16,33,49,26,9,8,10,22,119,0,2019-01-13,401071318
Mavericks,38-91,41.8,16-38,42.1,22-29,75.9,18,33,51,21,5,4,12,14,114,1,2019-01-13,401071318
Spurs,41-83,49.4,13-30,43.3,10-12,83.3,11,25,36,26,9,6,9,19,105,0,2019-01-16,401071337
Mavericks,37-86,43.0,15-42,35.7,12-16,75.0,13,29,42,22,6,3,13,14,101,1,2019-01-16,401071337
Mavericks,37-88,42.0,9-37,24.3,16-20,80.0,14,30,44,21,5,4,13,18,99,0,2019-01-19,401071357
Pacers,42-85,49.4,8-24,33.3,19-24,79.2,11,34,45,23,6,4,11,22,111,1,2019-01-19,401071357
Mavericks,41-99,41.4,14-40,35.0,10-17,58.8,11,37,48,24,7,11,11,19,106,0,2019-01-21,401071370
Bucks,42-91,46.2,12-32,37.5,20-22,90.9,8,43,51,21,9,7,14,19,116,1,2019-01-21,401071370
Clippers,33-91,36.3,10-36,27.8,22-29,75.9,14,27,41,19,4,4,7,26,98,0,2019-01-22,401071377
Mavericks,38-81,46.9,10-34,29.4,20-29,69.0,9,39,48,21,5,6,11,25,106,1,2019-01-22,401071377
Pistons,35-85,41.2,12-38,31.6,19-25,76.0,13,33,46,22,6,0,12,26,101,0,2019-01-25,401071399
Mavericks,37-81,45.7,14-36,38.9,18-30,60.0,9,34,43,24,8,6,9,25,106,1,2019-01-25,401071399
Raptors,37-83,44.6,17-34,50.0,32-38,84.2,8,36,44,24,6,5,7,27,123,0,2019-01-27,401071411
Mavericks,43-88,48.9,11-36,30.6,23-34,67.6,7,36,43,25,5,2,11,29,120,1,2019-01-27,401071411
Mavericks,45-84,53.6,15-38,39.5,9-11,81.8,7,42,49,31,4,1,18,19,114,0,2019-01-30,401071431
Knicks,32-78,41.0,6-26,23.1,20-28,71.4,5,29,34,16,10,5,12,15,90,1,2019-01-30,401071431
Mavericks,36-88,40.9,7-25,28.0,10-14,71.4,11,33,44,18,2,5,10,21,89,0,2019-01-31,401071437
Pistons,33-86,38.4,9-33,27.3,18-23,78.3,15,37,52,21,5,5,11,24,93,1,2019-01-31,401071437
Mavericks,40-84,47.6,16-39,41.0,15-19,78.9,9,41,50,20,2,4,13,26,111,0,2019-02-02,401071452
Cavaliers,34-85,40.0,4-23,17.4,26-33,78.8,11,33,44,20,7,2,6,22,98,1,2019-02-02,401071452
Hornets,36-89,40.4,9-37,24.3,12-17,70.6,8,39,47,17,9,9,14,17,93,0,2019-02-06,401071480
Mavericks,38-94,40.4,11-36,30.6,12-17,70.6,15,42,57,25,8,5,13,12,99,1,2019-02-06,401071480
Bucks,51-93,54.8,10-36,27.8,10-12,83.3,10,41,51,25,4,5,12,21,122,0,2019-02-08,401071494
Mavericks,36-87,41.4,22-53,41.5,13-20,65.0,9,28,37,23,6,5,14,15,107,1,2019-02-08,401071494
Trail Blazers,42-86,48.8,9-29,31.0,8-14,57.1,12,36,48,24,7,4,19,26,101,0,2019-02-10,401071507
Mavericks,36-87,41.4,12-37,32.4,18-23,78.3,11,28,39,20,6,3,15,20,102,1,2019-02-10,401071507
Mavericks,35-73,47.9,13-36,36.1,21-27,77.8,3,30,33,21,5,1,18,17,104,0,2019-02-11,401071517
Rockets,42-90,46.7,23-60,38.3,13-15,86.7,9,29,38,28,13,5,9,26,120,1,2019-02-11,401071517
Heat,44-81,54.3,12-30,40.0,12-16,75.0,7,40,47,24,8,3,18,20,112,0,2019-02-13,401071532
Mavericks,34-88,38.6,15-52,28.8,18-22,81.8,10,28,38,24,10,0,12,17,101,1,2019-02-13,401071532
Nuggets,42-103,40.8,14-37,37.8,16-25,64.0,21,42,63,32,11,2,13,26,114,0,2019-02-22,401071553
Mavericks,34-84,40.5,10-41,24.4,26-33,78.8,7,35,42,19,7,2,15,21,104,1,2019-02-22,401071553
Mavericks,41-97,42.3,13-36,36.1,14-18,77.8,8,34,42,25,2,3,3,28,109,0,2019-02-23,401071566
Jazz,41-85,48.2,14-38,36.8,29-33,87.9,8,45,53,28,2,9,7,21,125,1,2019-02-23,401071566
Mavericks,37-76,48.7,14-36,38.9,24-27,88.9,7,38,45,28,3,9,17,20,112,0,2019-02-25,401071580
Clippers,45-100,45.0,17-45,37.8,14-18,77.8,9,31,40,33,11,4,5,22,121,1,2019-02-25,401071580
Pacers,37-77,48.1,10-28,35.7,17-21,81.0,6,32,38,19,10,3,14,23,101,0,2019-02-27,401071591
Mavericks,40-81,49.4,16-37,43.2,14-23,60.9,10,32,42,27,11,1,15,22,110,1,2019-02-27,401071591
Grizzlies,39-78,50.0,14-34,41.2,19-24,79.2,4,46,50,30,4,6,15,30,111,0,2019-03-02,401071612
Mavericks,26-85,30.6,7-40,17.5,22-33,66.7,13,30,43,17,9,5,10,23,81,1,2019-03-02,401071612
Mavericks,31-87,35.6,12-45,26.7,14-22,63.6,5,31,36,20,4,3,13,19,88,0,2019-03-04,401071625
Nets,48-85,56.5,17-41,41.5,14-19,73.7,3,45,48,29,8,1,13,23,127,1,2019-03-04,401071625
Mavericks,45-93,48.4,15-41,36.6,18-28,64.3,14,25,39,27,7,2,7,19,123,0,2019-03-06,401071640
Wizards,50-93,53.8,12-33,36.4,20-25,80.0,15,34,49,30,3,2,12,26,132,1,2019-03-06,401071640
Mavericks,42-89,47.2,10-34,29.4,12-16,75.0,10,32,42,22,6,3,14,15,106,0,2019-03-08,401071651
Magic,42-87,48.3,14-29,48.3,13-18,72.2,11,37,48,26,9,5,14,18,111,1,2019-03-08,401071651
Rockets,32-88,36.4,16-52,30.8,14-22,63.6,13,28,41,18,6,4,12,20,94,0,2019-03-10,401071670
Mavericks,31-75,41.3,9-32,28.1,22-27,81.5,10,41,51,24,6,9,16,20,93,1,2019-03-10,401071670
Spurs,43-82,52.4,8-22,36.4,18-18,100.0,7,31,38,26,11,3,12,25,112,0,2019-03-12,401071684
Mavericks,38-82,46.3,14-39,35.9,15-26,57.7,9,29,38,22,1,2,14,16,105,1,2019-03-12,401071684
Mavericks,37-87,42.5,12-37,32.4,13-17,76.5,9,31,40,22,8,1,8,17,99,0,2019-03-14,401071698
Nuggets,39-81,48.1,8-29,27.6,14-17,82.4,8,36,44,27,6,7,11,16,100,1,2019-03-14,401071698
Cavaliers,40-86,46.5,15-38,39.5,21-22,95.5,6,27,33,20,1,0,6,20,116,0,2019-03-16,401071710
Mavericks,46-89,51.7,16-34,47.1,13-16,81.3,9,31,40,32,3,5,5,22,121,1,2019-03-16,401071710
Pelicans,49-104,47.1,12-39,30.8,19-22,86.4,14,41,55,34,7,6,17,28,129,0,2019-03-18,401071729
Mavericks,46-105,43.8,9-35,25.7,24-29,82.8,14,36,50,27,9,6,15,26,125,1,2019-03-18,401071729
Mavericks,43-87,49.4,10-30,33.3,22-25,88.0,6,29,35,20,8,6,11,22,118,0,2019-03-20,401071746
Trail Blazers,45-91,49.5,16-36,44.4,20-25,80.0,12,36,48,23,6,4,14,17,126,1,2019-03-20,401071746
Mavericks,36-92,39.1,12-40,30.0,16-23,69.6,9,34,43,23,5,6,7,22,100,0,2019-03-21,401071751
Kings,41-87,47.1,13-35,37.1,21-28,75.0,12,46,58,24,7,9,12,18,116,1,2019-03-21,401071751
Mavericks,44-83,53.0,21-49,42.9,17-22,77.3,8,41,49,33,7,2,9,22,126,0,2019-03-23,401071765
Warriors,36-90,40.0,4-30,13.3,15-21,71.4,8,28,36,22,6,2,10,22,91,1,2019-03-23,401071765
Kings,44-87,50.6,10-23,43.5,27-32,84.4,12,25,37,27,4,1,7,23,125,0,2019-03-26,401071787
Mavericks,39-77,50.6,15-45,33.3,28-32,87.5,7,31,38,27,1,6,11,26,121,1,2019-03-26,401071787
Mavericks,36-92,39.1,16-47,34.0,11-17,64.7,10,40,50,26,4,2,13,21,99,0,2019-03-28,401071797
Heat,39-89,43.8,7-30,23.3,20-27,74.1,10,45,55,24,7,4,10,22,105,1,2019-03-28,401071797
Mavericks,37-87,42.5,16-44,36.4,16-23,69.6,10,42,52,18,3,2,13,19,106,0,2019-03-31,401071819
Thunder,38-98,38.8,11-43,25.6,16-22,72.7,15,34,49,19,6,6,8,21,103,1,2019-03-31,401071819
76ers,36-93,38.7,6-33,18.2,24-32,75.0,12,43,55,20,2,9,12,22,102,0,2019-04-01,401071831
Mavericks,46-97,47.4,12-32,37.5,18-27,66.7,10,44,54,29,5,3,6,22,122,1,2019-04-01,401071831
Timberwolves,42-86,48.8,10-27,37.0,16-20,80.0,5,33,38,26,6,3,8,25,110,0,2019-04-03,401071845
Mavericks,43-94,45.7,7-39,17.9,15-19,78.9,12,37,49,26,2,5,13,20,108,1,2019-04-03,401071845
Grizzlies,46-96,47.9,16-41,39.0,14-16,87.5,12,38,50,30,7,2,10,16,122,0,2019-04-05,401071860
Mavericks,41-96,42.7,17-47,36.2,13-21,61.9,11,31,42,28,4,4,9,13,112,1,2019-04-05,401071860
Mavericks,45-98,45.9,12-41,29.3,27-34,79.4,11,40,51,31,4,5,6,23,129,0,2019-04-07,401071873
Grizzlies,42-98,42.9,19-44,43.2,24-28,85.7,10,43,53,32,4,4,7,24,127,1,2019-04-07,401071873
Suns,38-88,43.2,13-35,37.1,20-28,71.4,5,33,38,21,13,6,14,22,109,0,2019-04-09,401071889
Mavericks,41-91,45.1,16-40,40.0,22-27,81.5,18,46,64,28,6,6,21,24,120,1,2019-04-09,401071889
Mavericks,37-91,40.7,11-37,29.7,9-12,75.0,7,35,42,27,5,4,7,19,94,0,2019-04-10,401071900
Spurs,41-88,46.6,8-24,33.3,15-18,83.3,8,45,53,22,6,2,10,14,105,1,2019-04-10,401071900
Nuggets,33-87,37.9,8-24,33.3,33-42,78.6,14,42,56,20,6,9,10,22,107,0,2018-10-17,401070701
Clippers,35-88,39.8,8-28,28.6,20-24,83.3,9,38,47,21,3,9,12,32,98,1,2018-10-17,401070701
Suns,29-77,37.7,11-39,28.2,22-35,62.9,10,30,40,20,6,4,19,26,91,0,2018-10-20,401070716
Nuggets,43-85,50.6,9-28,32.1,24-29,82.8,9,45,54,28,12,6,18,31,119,1,2018-10-20,401070716
Warriors,36-79,45.6,7-29,24.1,19-24,79.2,6,34,40,22,4,6,18,29,98,0,2018-10-21,401070720
Nuggets,35-86,40.7,6-32,18.8,24-42,57.1,13,34,47,21,11,4,8,22,100,1,2018-10-21,401070720
Kings,45-86,52.3,13-31,41.9,9-20,45.0,9,30,39,29,7,6,16,17,112,0,2018-10-23,401070732
Nuggets,51-99,51.5,11-30,36.7,13-15,86.7,15,34,49,31,11,3,12,22,126,1,2018-10-23,401070732
Nuggets,46-92,50.0,6-23,26.1,16-20,80.0,10,34,44,22,8,5,19,22,114,0,2018-10-25,401070747
Lakers,46-92,50.0,10-29,34.5,19-23,82.6,9,33,42,27,13,3,13,19,121,1,2018-10-25,401070747
Pelicans,43-82,52.4,11-24,45.8,14-20,70.0,7,37,44,28,8,5,22,25,111,0,2018-10-29,401070776
Nuggets,42-93,45.2,11-35,31.4,21-23,91.3,9,32,41,28,14,5,13,17,116,1,2018-10-29,401070776
Nuggets,45-99,45.5,7-26,26.9,11-18,61.1,17,39,56,24,7,9,16,16,108,0,2018-10-31,401070787
Bulls,39-92,42.4,16-34,47.1,13-18,72.2,10,33,43,27,7,6,13,23,107,1,2018-10-31,401070787
Nuggets,41-85,48.2,10-26,38.5,18-21,85.7,14,30,44,22,8,7,12,18,110,0,2018-11-01,401070793
Cavaliers,34-83,41.0,5-18,27.8,18-19,94.7,13,22,35,18,11,4,13,22,91,1,2018-11-01,401070793
Jazz,33-81,40.7,6-31,19.4,16-24,66.7,10,30,40,22,12,7,12,21,88,0,2018-11-03,401070812
Nuggets,41-83,49.4,9-28,32.1,12-19,63.2,8,40,48,32,8,0,17,26,103,1,2018-11-03,401070812
