fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
39-92,10-34,19-22,14,40,54,22,6,3,8,17,107,400975609,Jazz,1,2018-01-15
39-99,6-30,22-30,12,36,48,15,6,7,6,19,106,400975635,Trail Blazers,0,2018-01-17
39-87,11-26,15-21,6,45,51,23,5,10,13,24,104,400975635,Suns,1,2018-01-17
42-97,7-24,25-32,14,37,51,23,9,5,14,33,116,400975648,Suns,0,2018-01-19
43-91,8-28,31-40,9,37,46,30,7,8,14,22,125,400975648,Pelicans,1,2018-01-19
38-83,6-21,28-38,8,39,47,19,12,6,16,28,110,400975664,Suns,0,2018-01-21
33-87,13-31,23-28,11,37,48,23,8,8,20,29,102,400975664,Grizzlies,1,2018-01-21
46-96,11-34,21-29,16,32,48,22,5,11,11,20,124,400975679,Thunder,0,2018-01-23
46-96,11-25,13-18,13,31,44,26,5,12,13,25,116,400975679,Suns,1,2018-01-23
46-92,11-26,9-15,5,36,41,33,6,6,14,19,112,400975689,Suns,0,2018-01-26
43-94,17-33,10-12,9,40,49,23,7,5,16,18,113,400975689,Hawks,1,2018-01-26
42-87,10-24,9-18,12,28,40,21,3,2,17,20,103,400975698,Suns,0,2018-01-28
47-92,12-36,19-23,16,35,51,33,12,6,10,14,125,400975698,Heat,1,2018-01-28
31-92,9-37,16-18,7,36,43,15,9,4,13,25,87,400975721,Suns,0,2018-01-31
42-80,13-33,18-27,6,43,49,21,6,11,18,20,115,400975721,Thunder,1,2018-01-31
42-83,18-32,13-19,5,30,35,27,9,3,14,25,115,400975733,Suns,0,2018-02-02
44-87,13-32,21-27,7,34,41,24,11,5,12,18,122,400975733,Hornets,1,2018-02-02
43-87,17-35,26-30,5,39,44,25,12,9,19,25,129,400975760,Cavaliers,0,2018-02-04
38-98,6-32,25-30,11,36,47,17,10,2,18,21,107,400975760,Suns,1,2018-02-04
32-83,7-16,17-24,9,42,51,14,4,4,22,25,88,400975773,Suns,0,2018-02-06
42-97,12-36,20-32,14,39,53,29,12,8,7,20,116,400975773,Jazz,1,2018-02-06
43-97,15-36,14-16,12,38,50,22,12,14,8,16,115,400975809,Pistons,0,2018-02-08
34-90,7-34,13-20,12,37,49,22,1,8,19,16,88,400975809,Suns,1,2018-02-08
38-87,7-28,12-20,7,29,36,24,9,4,17,23,95,400975826,Suns,0,2018-02-10
47-95,8-29,18-24,15,39,54,23,9,4,14,14,120,400975826,Cavaliers,1,2018-02-10
36-89,7-29,20-26,10,31,41,21,14,2,14,22,99,400975836,Suns,0,2018-02-14
37-84,11-30,20-27,14,40,54,29,9,8,19,18,105,400975836,Magic,1,2018-02-14
41-84,12-32,9-13,8,38,46,23,8,5,17,21,103,400975878,Suns,0,2018-02-15
35-81,14-38,20-29,8,31,39,22,9,7,10,12,104,400975878,Rockets,1,2018-02-15
33-89,11-27,17-23,10,30,40,20,5,5,10,24,94,400975913,Kings,0,2018-02-23
35-77,6-17,21-33,6,46,52,18,6,5,14,22,97,400975913,Suns,1,2018-02-23
45-99,16-38,16-20,13,42,55,29,9,7,15,22,122,400975935,Pelicans,0,2018-02-24
37-94,9-33,20-26,12,36,48,20,8,4,14,18,103,400975935,Suns,1,2018-02-24
48-76,13-26,15-21,5,41,46,35,5,6,14,16,124,400975962,Suns,0,2018-02-26
37-97,8-33,15-22,18,22,40,20,8,1,8,19,97,400975962,Mavericks,1,2018-02-26
33-83,12-45,27-29,12,32,44,19,7,3,14,14,105,400974768,Rockets,0,2018-03-01
42-88,8-23,8-10,9,33,42,19,5,4,17,20,100,400974768,Kings,1,2018-03-01
37-87,10-23,9-13,16,41,57,20,8,3,14,18,93,400974776,Kings,0,2018-03-03
31-75,11-33,15-21,7,29,36,19,8,7,12,13,88,400974776,Mavericks,1,2018-03-03
31-85,8-22,9-13,12,27,39,15,6,3,13,21,79,400974786,Kings,0,2018-03-05
37-85,10-30,12-20,18,40,58,25,7,2,16,19,96,400974786,Nuggets,1,2018-03-05
42-86,13-32,17-23,10,37,47,22,5,3,15,24,114,400974820,Pelicans,0,2018-03-07
38-81,7-20,23-25,5,29,34,25,7,5,12,17,106,400974820,Kings,1,2018-03-07
40-85,17-34,13-20,13,36,49,28,9,3,15,18,110,400974840,Wizards,0,2018-03-09
32-82,6-22,13-16,11,32,43,13,8,2,17,20,83,400974840,Kings,1,2018-03-09
37-88,2-14,7-14,9,36,45,15,8,5,14,18,83,400974852,Kings,0,2018-03-11
36-85,12-29,17-22,14,39,53,25,8,7,14,17,101,400974852,Pacers,1,2018-03-11
40-76,10-21,9-13,3,29,32,24,6,1,17,23,99,400974883,Kings,0,2018-03-13
40-79,13-24,15-22,8,27,35,28,10,3,14,19,108,400974883,Pistons,1,2018-03-13
29-86,10-37,18-23,9,35,44,15,16,2,14,17,86,400974909,Thunder,0,2018-03-14
37-79,9-24,11-12,5,42,47,21,6,5,23,24,94,400974909,Kings,1,2018-03-14
34-84,12-23,12-18,10,25,35,19,8,4,10,15,92,400974943,Kings,0,2018-03-16
44-86,11-34,11-12,10,40,50,30,7,1,11,21,110,400974943,Wizards,1,2018-03-16
31-88,6-28,12-20,11,18,29,18,12,2,12,19,80,400974955,Kings,0,2018-03-19
50-79,16-32,10-16,9,44,53,40,9,6,18,23,126,400974955,Hawks,1,2018-03-19
30-81,7-25,15-16,11,33,44,13,8,1,17,20,82,400974976,Trail Blazers,0,2018-03-22
36-85,4-14,10-15,12,31,43,20,11,5,13,22,86,400974976,Kings,1,2018-03-22
34-89,8-17,14-18,9,27,36,14,9,4,11,24,90,400974985,Kings,0,2018-03-24
38-70,10-21,16-21,5,39,44,19,6,8,17,22,102,400974985,Trail Blazers,1,2018-03-24
42-86,15-32,15-20,14,35,49,18,6,3,13,13,114,400975002,Nuggets,0,2018-03-26
41-86,8-20,8-9,5,29,34,18,11,6,12,19,98,400975002,Kings,1,2018-03-26
42-71,9-22,19-31,1,37,38,27,13,5,12,22,112,400975053,Bucks,0,2018-03-28
31-77,5-17,20-29,9,31,40,15,5,2,16,21,87,400975053,Kings,1,2018-03-28
45-85,6-18,11-14,8,35,43,29,5,10,12,15,107,400975073,Kings,0,2018-03-30
42-90,13-36,9-13,8,30,38,30,8,2,8,16,106,400975073,Bulls,1,2018-03-30
37-77,11-24,19-21,6,27,33,20,7,1,15,28,104,400975082,Kings,0,2018-04-01
34-69,6-19,35-42,9,27,36,20,9,6,15,18,109,400975082,Bucks,1,2018-04-01
39-86,10-32,7-13,9,36,45,25,15,5,12,20,95,400975104,Kings,0,2018-04-03
37-78,14-39,13-21,7,36,43,28,5,3,15,10,101,400975104,Cavaliers,1,2018-04-03
47-97,13-30,9-14,11,35,46,21,12,4,17,21,116,400975124,Kings,0,2018-04-04
41-89,10-28,17-19,7,28,35,19,7,3,17,14,109,400975124,Pelicans,1,2018-04-04
36-87,14-33,10-12,15,27,42,24,4,2,14,21,96,400975167,Kings,0,2018-04-06
46-82,10-21,17-20,8,31,39,29,12,9,9,19,119,400975167,Timberwolves,1,2018-04-06
44-88,11-23,9-11,7,37,44,29,3,1,8,11,108,400975243,Spurs,0,2018-04-08
40-86,12-22,7-11,9,33,42,21,2,2,10,17,99,400975243,Kings,1,2018-04-08
32-74,12-31,19-25,7,30,37,19,9,4,11,15,95,400975259,Cavaliers,0,2018-04-10
41-79,12-30,15-18,7,33,40,25,8,6,11,19,109,400975259,Kings,1,2018-04-10
41-76,14-30,18-24,6,38,44,22,11,8,16,21,114,400975289,Grizzlies,0,2018-04-11
37-86,9-24,13-25,12,30,42,20,6,2,16,21,96,400975289,Kings,1,2018-04-11
51-89,15-32,14-18,5,25,30,25,7,3,3,14,131,400975298,Hornets,0,2017-10-18
45-87,7-17,14-18,16,31,47,22,1,2,15,19,111,400975298,Kings,1,2017-10-18
35-76,13-34,15-21,8,38,46,20,2,6,25,17,98,400975331,Nuggets,0,2017-10-20
42-94,9-25,13-17,10,29,39,21,16,4,9,22,106,400975331,Kings,1,2017-10-20
44-90,11-26,8-13,8,29,37,23,11,4,10,12,107,400975342,Spurs,0,2017-10-21
40-82,8-23,12-16,8,37,45,19,6,1,18,14,100,400975342,Kings,1,2017-10-21
33-84,7-30,15-25,6,31,37,22,13,0,13,28,88,400975389,Kings,0,2017-10-23
36-86,9-30,14-29,18,41,59,20,10,6,18,19,95,400975389,Thunder,1,2017-10-23
46-81,12-29,16-20,6,23,29,26,15,4,10,20,120,400975407,Jazz,0,2017-10-25
38-72,13-21,16-20,8,28,36,19,9,4,19,21,105,400975407,Kings,1,2017-10-25
32-80,11-27,13-18,11,33,44,18,10,3,21,20,88,400975416,Kings,0,2017-10-28
39-88,10-34,18-23,14,35,49,24,12,5,13,17,106,400975416,Grizzlies,1,2017-10-28
43-97,10-22,11-15,10,32,42,27,8,3,7,22,107,400975433,Kings,0,2017-10-31
38-86,16-40,20-25,11,37,48,22,4,10,15,14,112,400975433,Hornets,1,2017-10-31
43-87,8-26,11-13,11,33,44,24,9,11,14,15,105,400975442,Kings,0,2017-11-01
36-83,11-31,16-19,11,29,40,23,9,4,17,17,99,400975442,Magic,1,2017-11-01
38-81,5-12,8-14,5,33,38,17,3,6,13,21,89,400975456,Kings,0,2017-11-03
31-82,12-34,14-18,7,39,46,19,8,4,13,19,88,400975456,Heat,1,2017-11-03
35-82,18-34,10-11,6,28,34,21,5,3,9,20,98,400975483,Kings,0,2017-11-05
45-90,11-25,12-17,13,39,52,33,4,2,7,13,113,400975483,Spurs,1,2017-11-05
46-97,10-26,12-14,14,35,49,22,7,1,14,21,114,400975495,Kings,0,2017-11-06
39-77,9-25,16-22,2,34,36,26,7,8,15,18,103,400975495,Pelicans,1,2017-11-06
41-83,13-41,11-14,9,27,36,28,8,0,13,12,106,400975529,Mavericks,0,2017-11-08
43-82,8-27,5-6,7,25,32,23,11,3,16,21,99,400975529,Kings,1,2017-11-08
32-80,14-36,20-24,9,37,46,20,6,1,12,21,98,400975541,Bulls,0,2017-11-10
37-84,11-32,19-25,9,36,45,22,5,5,11,17,104,400975541,Kings,1,2017-11-10
43-88,15-35,17-18,9,36,45,18,10,4,11,21,118,400975571,Trail Blazers,0,2017-11-11
38-90,9-23,15-21,12,31,43,25,5,3,12,19,100,400975571,Kings,1,2017-11-11
42-88,10-25,12-17,15,28,43,17,12,2,18,23,106,400975584,Kings,0,2017-11-13
37-74,9-24,28-32,8,29,37,29,10,5,16,17,111,400975584,Timberwolves,1,2017-11-13
47-87,12-29,8-12,5,33,38,30,6,4,9,19,114,400975597,Kings,0,2017-11-16
38-83,15-40,18-23,4,33,37,29,4,4,9,15,109,400975597,Mavericks,1,2017-11-16
38-87,10-32,5-8,9,39,48,26,8,5,17,20,91,400975606,Kings,0,2017-11-17
33-83,14-49,20-22,7,41,48,19,10,5,13,14,100,400975606,Rockets,1,2017-11-17
38-86,14-35,20-24,10,39,49,26,6,7,11,16,110,400975617,Thunder,0,2017-11-19
42-91,12-27,11-15,10,34,44,23,6,4,9,20,107,400975617,Kings,1,2017-11-19
39-76,7-16,33-36,8,35,43,22,11,4,12,14,118,400975652,Timberwolves,0,2017-11-22
40-84,8-22,12-13,8,23,31,22,5,3,14,23,100,400975652,Kings,1,2017-11-22
39-88,7-22,14-15,6,30,36,20,14,4,12,12,99,400975657,Kings,0,2017-11-24
44-84,15-34,13-17,10,37,47,27,10,2,17,15,116,400975657,Trail Blazers,1,2017-11-24
34-82,11-32,19-29,11,41,52,20,9,7,13,19,98,400975688,Jazz,0,2017-11-26
34-89,9-30,14-17,11,37,48,15,7,7,13,24,91,400975688,Kings,1,2017-11-26
47-83,11-26,9-9,5,35,40,26,6,7,16,22,114,400975715,Pelicans,0,2017-11-28
39-93,9-28,14-17,14,25,39,20,4,5,9,16,101,400975715,Kings,1,2017-11-28
33-78,9-29,13-16,5,29,34,17,7,4,14,17,88,400975731,Magic,0,2017-11-29
36-83,9-25,13-15,13,37,50,24,7,3,16,21,94,400975731,Kings,1,2017-11-29
39-91,6-31,20-26,7,31,38,25,3,1,3,21,104,400975742,Kings,0,2017-12-02
50-89,15-37,15-21,8,43,51,38,2,4,7,17,130,400975742,Nuggets,1,2017-12-02
38-93,12-33,13-16,13,36,49,21,8,6,11,22,101,400975749,Kings,0,2017-12-04
38-84,16-36,14-18,5,38,43,21,5,6,10,15,106,400975749,Thunder,1,2017-12-04
41-99,18-43,19-21,15,38,53,26,5,2,14,23,119,400975764,Heat,0,2017-12-05
48-94,8-24,19-25,8,35,43,23,6,7,11,21,123,400975764,Kings,1,2017-12-05
37-86,14-21,9-14,3,30,33,23,11,5,13,30,97,400975789,Kings,0,2017-12-07
33-74,6-24,31-38,8,40,48,21,8,8,15,13,103,400975789,Jazz,1,2017-12-07
37-79,14-29,18-22,6,38,44,17,6,5,9,11,106,400975803,Pistons,0,2017-12-09
40-88,6-23,4-9,8,31,39,23,7,3,13,21,90,400975803,Kings,1,2017-12-09
33-84,12-36,12-18,6,34,40,19,7,2,12,10,90,400975823,Hawks,0,2017-12-12
43-93,10-21,9-9,12,39,51,28,8,9,13,18,105,400975823,Kings,1,2017-12-12
36-80,14-40,17-25,4,39,43,25,7,9,10,17,103,400975859,Mavericks,0,2017-12-13
38-93,6-23,15-19,10,35,45,25,6,6,10,22,97,400975859,Kings,1,2017-12-13
40-80,8-26,18-20,7,27,34,23,9,4,10,17,106,400975873,Pacers,0,2017-12-16
42-78,13-31,6-9,6,26,32,27,3,2,18,24,103,400975873,Kings,1,2017-12-16
40-85,6-24,8-12,10,32,42,23,8,5,15,21,94,400975934,Kings,0,2017-12-18
37-84,6-24,13-18,12,26,38,20,7,7,15,12,93,400975934,Grizzlies,1,2017-12-18
33-81,8-18,11-17,12,33,45,16,4,2,12,24,85,400975956,Kings,0,2017-12-20
34-82,6-27,24-29,11,34,45,18,6,6,8,14,98,400975956,Spurs,1,2017-12-20
31-82,13-46,8-12,8,32,40,11,2,6,14,24,83,400975976,Rockets,0,2017-12-21
38-80,7-26,13-20,6,42,48,22,6,3,11,14,96,400975976,Kings,1,2017-12-21
38-93,1-12,10-16,14,38,52,25,8,3,11,14,87,400974782,Spurs,0,2017-12-23
31-82,8-28,7-9,8,40,48,18,3,5,19,15,77,400974782,Bulls,1,2017-12-23
42-88,17-33,11-13,8,31,39,28,3,3,9,20,112,400974800,Bulls,0,2017-12-26
43-83,16-38,17-22,8,31,39,28,5,3,9,14,119,400974800,Cavaliers,1,2017-12-26
32-81,11-28,11-13,7,33,40,22,10,5,10,23,86,400974816,Hawks,0,2017-12-29
31-86,7-32,22-29,18,44,62,20,5,4,13,15,91,400974816,Bulls,1,2017-12-29
39-88,13-34,10-14,11,41,52,28,16,8,11,17,101,400974830,Thunder,0,2017-12-31
22-78,10-37,15-20,12,35,47,16,9,5,19,16,69,400974830,Bulls,1,2017-12-31
36-89,7-28,12-19,7,47,54,20,7,6,12,19,91,400974861,Bulls,0,2018-01-02
34-83,12-31,17-19,3,45,48,21,8,0,11,19,97,400974861,Heat,1,2018-01-02
40-85,14-29,11-12,9,39,48,23,6,2,14,13,105,400974871,Bulls,0,2018-01-03
35-86,10-35,3-5,7,31,38,23,6,2,16,11,83,400974871,Magic,1,2018-01-03
35-87,9-31,17-22,5,47,52,23,9,4,13,9,96,400974884,Pelicans,0,2018-01-05
35-99,11-42,9-12,16,42,58,23,10,5,17,19,90,400974884,Bulls,1,2018-01-05
43-84,12-29,7-12,7,44,51,27,8,3,18,17,105,400974922,Pacers,0,2018-01-07
37-93,7-27,6-9,11,32,43,24,10,3,12,13,87,400974922,Bulls,1,2018-01-07
40-86,6-23,8-13,5,23,28,22,9,4,13,15,94,400974934,Bulls,0,2018-01-12
51-85,18-27,13-16,8,36,44,33,5,6,13,16,133,400974934,Spurs,1,2018-01-12
26-75,11-29,16-20,6,32,38,16,7,2,13,27,79,400974963,Bulls,0,2018-01-14
26-72,8-30,32-37,11,37,48,15,7,2,13,19,92,400974963,Thunder,1,2018-01-14
42-81,10-21,26-34,5,37,42,19,3,2,12,15,120,400974973,Hornets,0,2018-01-16
47-91,17-34,12-13,4,31,35,26,9,2,11,23,123,400974973,Bulls,1,2018-01-16
29-78,5-21,17-20,8,35,43,15,3,1,16,21,80,400975016,Bulls,0,2018-01-19
40-86,14-35,16-19,8,37,45,23,10,5,7,15,110,400975016,Jazz,1,2018-01-19
34-75,13-32,19-23,1,44,45,19,9,5,12,14,100,400975038,Heat,0,2018-01-22
33-89,14-33,13-16,7,40,47,25,10,2,13,18,93,400975038,Bulls,1,2018-01-22
44-82,9-24,13-21,6,34,40,25,4,4,11,27,110,400975066,Bulls,0,2018-01-24
38-83,12-31,23-31,11,33,44,22,7,4,12,19,111,400975066,Nuggets,1,2018-01-24
42-81,13-36,16-17,5,41,46,22,6,2,7,13,113,400975095,Cavaliers,0,2018-01-26
34-82,9-34,14-18,10,33,43,21,4,5,11,16,91,400975095,Bulls,1,2018-01-26
39-83,10-26,8-16,11,35,46,18,3,5,16,15,96,400975105,Bulls,0,2018-01-28
39-87,12-34,8-10,7,32,39,21,7,5,13,14,98,400975105,Pacers,1,2018-01-28
48-99,6-18,17-22,6,50,56,23,5,7,14,28,119,400975118,Bulls,0,2018-01-29
40-100,10-29,21-29,9,41,50,22,7,11,11,20,111,400975118,Hornets,1,2018-01-29
42-91,9-30,7-7,5,43,48,24,3,8,16,19,100,400975160,Jazz,0,2018-01-31
41-93,7-17,14-21,9,37,46,21,9,3,9,14,103,400975160,Bulls,1,2018-01-31
42-86,8-22,23-35,14,36,50,24,8,0,12,26,115,400975177,Bulls,0,2018-02-02
40-83,9-33,20-29,9,34,43,24,6,5,11,24,109,400975177,Bucks,1,2018-02-02
35-89,5-27,19-23,6,29,35,23,5,1,9,15,94,400975209,Magic,0,2018-02-04
44-87,11-32,13-14,9,42,51,31,6,8,11,23,112,400975209,Bulls,1,2018-02-04
47-85,12-31,6-8,5,30,35,34,8,1,12,19,112,400975217,Bulls,0,2018-02-06
42-82,12-29,19-22,7,28,35,25,10,3,12,14,115,400975217,Cavaliers,1,2018-02-06
45-103,10-28,15-25,15,32,47,26,11,3,6,19,115,400975247,Bulls,0,2018-02-07
39-83,10-31,18-24,4,37,41,23,2,8,17,21,106,400975247,Bucks,1,2018-02-07
43-93,7-22,14-20,11,32,43,22,10,6,10,15,107,400975270,Pacers,0,2018-02-10
43-85,18-39,15-15,7,33,40,31,6,4,15,20,119,400975270,Bulls,1,2018-02-10
42-92,8-35,18-22,10,36,46,24,6,1,12,22,110,400975283,Bulls,0,2018-02-12
43-93,16-36,12-17,12,35,47,27,6,8,10,24,114,400975283,Wizards,1,2018-02-12
47-108,14-33,16-18,12,38,50,25,7,5,8,16,124,400975293,Trail Blazers,0,2018-02-14
45-104,11-27,19-23,15,43,58,28,5,7,12,21,120,400975293,Bulls,1,2018-02-14
44-78,14-28,25-31,8,34,42,25,9,3,18,19,127,400975318,Bulls,0,2018-02-23
49-92,14-32,12-17,7,27,34,33,11,2,13,24,124,400975318,Mavericks,1,2018-02-23
30-80,10-32,16-20,9,24,33,15,4,6,16,15,86,400975327,Bulls,0,2018-02-24
48-86,15-31,14-18,10,39,49,24,9,4,12,19,125,400975327,Pacers,1,2018-02-24
39-86,20-54,18-24,11,40,51,28,6,6,16,14,116,400975339,Rockets,0,2018-02-26
40-86,12-28,15-18,3,34,37,26,6,5,11,17,107,400975339,Bulls,1,2018-02-26
41-92,12-29,11-14,13,32,45,28,8,7,12,11,105,400975378,Pistons,0,2018-02-28
42-87,17-36,6-9,6,34,40,27,10,8,14,11,107,400975378,Bulls,1,2018-02-28
40-84,12-36,19-24,4,36,40,35,5,4,14,19,111,400975390,Heat,0,2018-03-02
42-88,16-39,19-22,7,38,45,27,6,2,9,23,119,400975390,Bulls,1,2018-03-02
40-80,14-32,19-21,4,44,48,31,8,1,16,23,113,400975421,Bulls,0,2018-03-04
35-92,11-48,16-23,9,36,45,27,5,4,13,21,97,400975421,Hawks,1,2018-03-04
45-92,8-31,30-34,6,48,54,31,8,6,24,32,128,400975438,Bulls,0,2018-03-05
47-113,16-44,22-26,15,40,55,32,14,3,13,28,132,400975438,Pelicans,1,2018-03-05
41-77,13-28,15-25,7,36,43,28,11,4,14,16,110,400975477,Bucks,0,2018-03-08
36-87,12-34,12-15,10,31,41,25,8,2,16,18,96,400975477,Bulls,1,2018-03-08
41-99,13-34,13-22,12,24,36,19,10,4,6,16,108,400975505,Bulls,0,2018-03-10
46-82,15-32,17-20,5,43,48,21,3,6,17,19,124,400975505,Trail Blazers,1,2018-03-10
41-87,8-22,23-28,11,35,46,19,8,4,13,22,113,400975568,Timberwolves,0,2018-03-13
41-83,9-26,23-30,5,34,39,22,5,4,11,19,114,400975568,Bulls,1,2018-03-13
38-82,13-38,12-14,6,35,41,31,8,3,13,17,101,400975575,Wizards,0,2018-03-15
34-80,9-32,13-16,9,36,45,23,11,2,14,16,90,400975575,Bulls,1,2018-03-15
37-84,10-31,17-19,7,32,39,24,8,7,9,18,101,400975590,Magic,0,2018-03-17
40-88,9-32,16-21,11,35,46,25,6,3,11,13,105,400975590,Bulls,1,2018-03-17
42-90,6-23,14-20,4,38,42,21,5,9,14,20,104,400975634,Bulls,0,2018-03-20
46-94,11-35,19-26,10,41,51,25,6,4,11,15,122,400975634,Timberwolves,1,2018-03-20
39-81,9-24,16-21,11,33,44,26,8,5,20,23,103,400975653,Bulls,0,2018-03-23
44-82,15-35,15-21,6,29,35,28,11,8,14,14,118,400975653,Hornets,1,2018-03-23
35-84,13-29,17-21,13,33,46,21,6,4,17,15,100,400975676,Mavericks,0,2018-03-24
42-89,10-27,14-20,11,34,45,24,10,2,13,18,108,400975676,Bulls,1,2018-03-24
40-82,10-29,20-25,9,24,33,24,12,3,14,26,110,400975713,Grizzlies,0,2018-03-26
42-79,11-29,24-32,9,32,41,25,10,1,20,22,119,400975713,Bulls,1,2018-03-26
33-93,9-31,8-10,10,32,42,19,11,0,13,19,83,400975723,Bulls,0,2018-03-28
38-81,9-27,14-18,11,39,50,22,8,9,16,13,99,400975723,Pistons,1,2018-03-28
48-98,17-37,16-19,13,34,47,31,10,4,5,24,129,400975739,Bulls,0,2018-03-30
42-82,19-40,19-22,5,37,42,32,2,5,15,14,122,400975739,Hawks,1,2018-03-30
35-80,15-41,26-33,8,34,42,23,10,2,13,23,111,400975770,Bulls,0,2018-04-01
38-87,13-35,21-25,11,36,47,27,7,4,14,22,110,400975770,Grizzlies,1,2018-04-01
44-87,13-37,13-20,11,33,44,25,4,5,13,14,114,400975785,Cavaliers,0,2018-04-03
41-91,16-34,11-15,11,34,45,30,4,3,12,21,109,400975785,Bulls,1,2018-04-03
51-83,20-35,13-16,8,37,45,34,9,6,17,13,135,400975815,Nuggets,0,2018-04-06
39-89,13-38,11-14,9,25,34,29,12,4,15,22,102,400975815,Bulls,1,2018-04-06
43-87,15-30,17-19,7,29,36,27,8,7,5,20,118,400975829,Bucks,0,2018-04-08
36-87,12-26,21-23,17,34,51,21,3,2,14,21,105,400975829,Bulls,1,2018-04-08
39-97,11-35,6-9,14,30,44,27,10,1,12,20,95,400975835,Bulls,0,2018-04-10
43-87,16-42,15-18,12,37,49,33,6,7,13,11,117,400975835,Pistons,1,2018-04-10
34-89,8-37,10-17,13,38,51,17,8,1,18,17,86,400975857,Bulls,0,2017-10-18
41-93,18-57,18-21,9,37,46,28,15,6,10,12,118,400975857,Rockets,1,2017-10-18
33-90,6-26,20-26,14,36,50,19,10,5,18,19,92,400975871,Bulls,0,2017-10-20
37-82,7-27,22-24,7,37,44,20,7,7,17,23,103,400975871,Heat,1,2017-10-20
30-84,14-41,16-23,11,42,53,16,11,7,16,17,90,400975875,Bulls,0,2017-10-21
31-94,7-39,13-14,12,43,55,16,11,5,12,18,82,400975875,Magic,1,2017-10-21
37-81,8-30,12-12,6,31,37,27,5,4,16,12,94,400975890,Wizards,0,2017-10-23
43-82,18-34,9-13,6,34,40,30,7,1,17,17,113,400975890,Bulls,1,2017-10-23
40-81,13-34,21-28,10,39,49,24,3,4,20,16,114,400975906,Hornets,0,2017-10-26
46-99,15-34,13-18,11,33,44,26,9,4,7,20,120,400975906,Bulls,1,2017-10-26
47-89,15-35,10-10,7,40,47,27,12,4,11,21,119,400975970,Pistons,0,2017-10-29
32-86,11-34,12-18,12,28,40,21,8,1,18,15,87,400975970,Bulls,1,2017-10-29
44-81,11-26,17-17,9,35,44,25,8,3,17,11,116,400974443,Cavaliers,0,2017-10-31
38-82,11-35,10-12,8,22,30,23,9,2,14,17,97,400974443,Bucks,1,2017-10-31
40-90,17-35,17-20,12,38,50,28,7,6,12,28,114,400974779,Magic,0,2017-11-01
33-86,7-25,20-27,11,33,44,15,4,7,16,14,93,400974779,Cavaliers,1,2017-11-01
36-78,12-32,17-23,5,32,37,19,8,2,18,19,101,400974828,Cavaliers,0,2017-11-04
49-95,13-33,12-16,10,37,47,33,10,4,11,20,123,400974828,Pelicans,1,2017-11-04
49-90,16-26,10-13,8,35,43,35,9,1,11,23,124,400974857,Pacers,0,2017-11-07
43-86,7-31,14-20,8,33,41,25,6,3,16,19,107,400974857,Cavaliers,1,2017-11-07
46-82,12-27,26-28,8,26,34,20,11,4,14,27,130,400974873,Cavaliers,0,2017-11-09
45-84,11-28,21-31,9,28,37,25,5,2,16,24,122,400974873,Wizards,1,2017-11-09
41-86,11-25,24-34,11,33,44,24,4,6,17,20,117,400974887,Hawks,0,2017-11-11
42-96,10-36,21-23,15,32,47,27,6,6,13,29,115,400974887,Cavaliers,1,2017-11-11
47-83,13-30,12-16,8,28,36,29,6,8,16,31,119,400974900,Bucks,0,2017-11-13
41-82,9-18,33-38,12,27,39,18,7,4,12,16,124,400974900,Cavaliers,1,2017-11-13
45-81,12-27,11-14,4,22,26,24,9,1,18,30,113,400974917,Cavaliers,0,2017-11-15
36-77,16-46,29-36,17,28,45,21,11,5,22,27,117,400974917,Rockets,1,2017-11-15
35-81,12-31,29-35,10,43,53,18,8,3,17,18,111,400974932,Cavaliers,0,2017-11-17
39-92,10-34,16-21,9,33,42,21,7,3,10,26,104,400974932,Mavericks,1,2017-11-17
42-95,13-38,18-20,15,35,50,25,9,4,13,24,115,400974958,Cavaliers,0,2017-11-18
41-86,6-26,19-28,8,33,41,21,7,5,13,19,107,400974958,Hornets,1,2017-11-18
42-80,16-33,16-17,7,35,42,28,4,2,11,14,116,400974993,Cavaliers,0,2017-11-20
34-77,13-30,7-13,7,27,34,23,7,2,14,19,88,400974993,Pistons,1,2017-11-20
36-94,11-29,16-27,15,40,55,25,4,3,9,17,99,400975021,Hornets,0,2017-11-22
38-83,13-39,11-15,3,42,45,25,4,7,12,24,100,400975021,Cavaliers,1,2017-11-22
37-84,10-31,13-20,8,34,42,24,7,5,15,19,97,400975049,Heat,0,2017-11-25
40-81,11-33,17-23,5,40,45,21,12,2,13,17,108,400975049,Cavaliers,1,2017-11-25
41-79,18-39,21-27,12,28,40,30,9,5,19,20,121,400975064,Cavaliers,0,2017-11-27
41-79,12-31,20-24,8,21,29,24,9,4,17,20,114,400975064,Hawks,1,2017-11-27
43-84,13-23,12-14,6,30,36,31,6,4,12,19,111,400975080,Grizzlies,0,2017-11-28
42-75,11-24,21-23,1,30,31,24,8,7,10,14,116,400975080,Cavaliers,1,2017-11-28
37-85,11-36,17-22,9,35,44,23,4,4,11,23,102,400975120,Cavaliers,0,2017-12-01
38-86,15-39,15-24,12,37,49,21,7,3,8,19,106,400975120,Pacers,1,2017-12-01
43-92,16-36,12-13,10,27,37,26,8,4,10,17,114,400975148,Hawks,0,2017-12-02
48-86,20-38,7-10,6,31,37,35,5,2,13,18,123,400975148,Cavaliers,1,2017-12-02
37-81,17-34,9-14,11,27,38,24,9,7,12,14,100,400975181,Jazz,0,2017-12-06
