fg,3pt,ft,oreb,dreb,reb,ast,stl,blk,to,pf,pts,id,team,home,date
33-85,10-28,21-24,13,29,42,17,5,5,18,19,97,400975745,Nets,1,2018-03-04
44-91,11-31,17-21,13,40,53,27,7,6,11,20,116,400975754,Raptors,0,2018-03-06
35-86,15-36,17-19,9,29,38,21,9,6,11,19,102,400975754,Nets,1,2018-03-06
40-89,15-30,21-27,11,36,47,25,4,5,12,22,116,400975776,Nets,0,2018-03-08
43-95,12-27,22-26,13,29,42,30,9,3,5,21,120,400975776,76ers,1,2018-03-08
41-92,12-22,12-14,13,32,45,25,5,3,10,21,106,400975783,Mavericks,0,2018-03-11
43-84,14-36,14-19,10,33,43,25,4,6,10,14,114,400975783,Nets,1,2018-03-11
46-88,10-23,13-20,11,31,42,21,11,3,16,33,115,400975799,Grizzlies,0,2018-03-13
36-72,16-40,30-40,9,32,41,27,5,9,22,22,118,400975799,Nets,1,2018-03-13
36-94,3-16,36-47,23,45,68,18,3,2,13,16,111,400975813,Hornets,0,2018-03-16
39-93,13-37,14-21,10,36,46,22,6,11,12,36,105,400975813,Nets,1,2018-03-16
41-84,11-27,19-31,5,35,40,21,5,9,9,23,112,400975828,Nets,0,2018-03-17
41-86,14-28,20-29,5,38,43,26,5,7,10,24,116,400975828,Raptors,1,2018-03-17
44-87,12-28,21-26,11,38,49,25,5,2,11,21,121,400975840,Cavaliers,0,2018-03-19
38-83,17-37,21-26,7,31,38,27,7,3,9,23,114,400975840,Nets,1,2018-03-19
40-87,12-34,19-22,11,37,48,28,6,5,8,17,111,400975863,Nets,0,2018-03-21
40-92,11-31,13-16,11,33,44,25,4,4,9,18,104,400975863,Magic,1,2018-03-21
39-91,10-35,22-28,7,40,47,28,11,5,15,24,110,400975887,Nets,0,2018-03-23
43-95,7-17,16-21,10,41,51,19,6,6,18,22,109,400975887,Heat,1,2018-03-23
38-84,7-19,25-32,10,43,53,17,9,3,9,16,108,400975894,Pistons,0,2018-03-25
37-87,12-43,10-15,6,34,40,23,5,5,12,22,96,400975894,Nets,1,2018-03-25
34-81,17-42,10-23,3,33,36,20,5,6,18,15,95,400975903,Nets,0,2018-03-28
50-91,9-21,12-18,7,48,55,28,10,10,10,22,121,400975903,76ers,1,2018-03-28
41-75,19-39,18-21,4,37,41,30,3,12,17,21,119,400975924,Nets,0,2018-03-31
41-93,5-20,24-30,12,29,41,21,12,2,8,19,111,400975924,Bucks,1,2018-03-31
46-92,24-55,8-11,5,41,46,36,11,10,13,18,124,400975939,Nets,0,2018-04-01
36-88,6-29,18-21,4,35,39,16,8,1,13,14,96,400975939,Bulls,1,2018-04-01
43-89,12-28,7-12,10,34,44,26,7,6,19,17,105,400975951,Bulls,0,2018-04-03
41-82,18-42,14-15,6,32,38,32,8,10,17,15,114,400975951,Nets,1,2018-04-03
32-79,7-24,13-19,11,30,41,19,8,4,25,23,84,400974441,Knicks,0,2018-04-05
39-90,11-38,16-22,13,28,41,26,14,7,18,22,105,400974441,Thunder,1,2018-04-05
44-91,9-30,14-15,15,28,43,21,5,2,12,25,111,400974781,Pistons,0,2018-04-07
37-81,8-30,25-31,12,27,39,20,6,2,12,21,107,400974781,Knicks,1,2018-04-07
42-89,13-28,17-21,11,40,51,27,9,6,14,26,114,400974841,Knicks,0,2018-04-09
31-81,10-33,23-27,7,34,41,20,5,5,15,23,95,400974841,Cavaliers,1,2018-04-09
35-85,18-41,22-31,13,23,36,20,13,5,13,22,110,400974845,Nuggets,0,2018-04-11
41-82,13-32,21-23,11,38,49,27,8,10,22,27,116,400974845,Knicks,1,2018-04-11
42-88,19-52,16-21,9,37,46,21,6,4,14,20,119,400974862,Rockets,0,2017-10-19
39-90,8-26,11-13,6,36,42,23,8,1,19,18,97,400974862,Knicks,1,2017-10-19
34-97,9-32,30-37,20,27,47,17,7,3,10,25,107,400974875,Suns,0,2017-10-21
45-87,8-26,22-25,9,40,49,24,5,7,12,24,120,400974875,Knicks,1,2017-10-21
37-79,12-25,15-17,4,30,34,24,6,2,12,17,101,400974893,Pacers,0,2017-10-24
44-88,6-23,14-19,12,34,46,24,8,7,12,21,108,400974893,Knicks,1,2017-10-24
42-91,15-37,14-17,17,23,40,24,8,2,13,22,113,400974903,Hornets,0,2017-10-27
45-75,12-25,16-21,6,29,35,29,5,5,16,19,118,400974903,Knicks,1,2017-10-27
42-80,5-12,10-13,12,30,42,26,7,2,23,21,99,400974911,Knicks,0,2017-10-29
43-80,13-28,13-22,6,23,29,31,16,7,12,15,112,400974911,Magic,1,2017-10-29
30-80,7-22,24-30,11,31,42,19,6,4,13,18,91,400974930,Kings,0,2017-10-30
47-90,12-27,12-15,8,32,40,29,6,6,11,22,118,400974930,Knicks,1,2017-10-30
35-88,16-45,18-22,14,34,48,21,7,7,20,21,104,400974944,Cavaliers,0,2017-11-01
38-88,8-25,17-22,13,36,49,19,13,3,17,21,101,400974944,Knicks,1,2017-11-01
34-79,17-35,16-17,9,28,37,19,5,10,13,23,101,400974957,Jazz,0,2017-11-03
38-81,9-21,21-25,12,33,45,18,4,5,11,19,106,400974957,Knicks,1,2017-11-03
30-91,9-23,15-17,14,29,43,17,7,4,9,12,84,400974972,Knicks,0,2017-11-05
44-78,9-26,10-11,3,37,40,29,4,11,12,19,107,400974972,Raptors,1,2017-11-05
30-80,10-32,15-21,10,26,36,20,12,3,21,23,85,400974996,Clippers,0,2017-11-07
35-81,13-34,24-25,14,37,51,24,11,5,22,26,107,400974996,Knicks,1,2017-11-07
37-87,14-38,12-18,12,30,42,21,4,10,15,23,100,400975009,Raptors,0,2017-11-08
43-93,8-24,14-17,13,34,47,29,8,7,11,19,108,400975009,Knicks,1,2017-11-08
40-78,12-30,12-14,5,33,38,30,1,9,20,19,104,400975019,Knicks,0,2017-11-11
47-99,13-31,9-12,13,27,40,30,7,2,9,16,116,400975019,Hawks,1,2017-11-11
42-85,4-17,14-19,6,34,40,29,4,3,18,20,102,400975033,Knicks,0,2017-11-13
41-94,18-47,17-22,9,33,42,30,12,6,7,15,117,400975033,Rockets,1,2017-11-13
37-83,7-21,22-26,5,40,45,18,10,3,9,22,103,400975044,Trail Blazers,0,2017-11-15
35-88,5-15,16-22,14,37,51,13,3,3,13,20,91,400975044,Knicks,1,2017-11-15
32-84,10-38,12-20,9,22,31,21,13,4,15,20,86,400975057,Heat,0,2017-11-17
44-73,5-13,22-26,8,44,52,26,10,5,20,20,115,400975057,Knicks,1,2017-11-17
37-82,6-28,25-29,8,34,42,19,8,3,10,11,105,400975085,Magic,0,2017-11-20
43-93,5-15,9-10,10,35,45,18,4,4,14,24,100,400975085,Knicks,1,2017-11-20
40-91,6-23,11-16,15,28,43,26,4,2,17,15,97,400975091,Knicks,0,2017-11-22
46-86,11-26,12-15,7,37,44,28,10,5,16,20,115,400975091,Pacers,1,2017-11-22
29-70,12-28,18-22,4,23,27,14,8,5,15,24,88,400975108,Grizzlies,0,2017-11-24
35-67,9-14,20-27,10,32,42,22,8,3,17,21,99,400975108,Knicks,1,2017-11-24
43-91,7-24,9-9,8,32,40,25,6,3,14,17,102,400975131,Knicks,0,2017-11-25
42-82,7-25,13-23,8,32,40,28,10,7,14,19,104,400975131,Bulls,1,2017-11-25
37-77,9-31,24-30,6,29,35,22,5,4,15,28,107,400975141,Hawks,0,2017-11-27
39-80,5-17,28-34,6,27,33,16,9,4,12,30,111,400975141,Knicks,1,2017-11-27
42-102,13-35,12-15,20,32,52,24,6,6,16,19,109,400975150,Lakers,0,2017-11-29
48-101,9-22,8-11,15,34,49,25,7,7,14,16,113,400975150,Knicks,1,2017-11-29
36-85,12-27,12-20,16,26,42,18,9,7,14,22,96,400975182,Thunder,0,2017-12-03
38-69,14-23,21-26,6,29,35,21,9,3,13,22,111,400975182,Knicks,1,2017-12-03
36-86,3-18,16-20,10,27,37,21,10,5,17,16,91,400975192,Knicks,0,2017-12-04
43-88,9-20,14-16,12,35,47,30,10,6,19,16,109,400975192,Hornets,1,2017-12-04
44-97,8-24,5-6,16,35,51,25,6,9,14,20,101,400975222,Knicks,0,2017-12-06
38-88,10-25,18-25,15,29,44,19,8,5,11,11,104,400975222,Pistons,1,2017-12-06
35-82,10-28,25-30,12,36,48,21,7,7,15,22,105,400974445,76ers,0,2017-12-09
38-94,4-15,18-28,18,27,45,18,7,5,10,21,98,400974445,Knicks,1,2017-12-09
37-91,4-23,9-13,7,44,51,21,6,5,12,17,87,400975255,Knicks,0,2017-12-10
35-86,10-28,12-16,4,46,50,23,9,3,15,15,92,400975255,Bulls,1,2017-12-10
41-90,5-14,20-22,12,32,44,31,6,8,9,26,107,400975265,Knicks,0,2017-12-12
41-80,9-20,28-39,10,33,43,28,2,4,9,18,119,400975265,Spurs,1,2017-12-12
41-94,5-19,18-21,9,42,51,24,6,7,6,24,105,400975278,Knicks,0,2017-12-14
38-84,6-26,21-27,4,44,48,24,3,5,10,19,103,400975278,Pelicans,1,2017-12-14
31-82,10-27,28-34,14,36,50,18,11,5,8,17,100,400975296,Spurs,0,2017-12-16
35-87,7-22,14-18,12,38,50,21,5,7,14,23,91,400975296,Knicks,1,2017-12-16
41-86,7-19,14-18,8,28,36,19,7,5,14,20,103,400975302,Knicks,0,2017-12-18
48-81,9-23,16-26,6,36,42,27,9,5,12,21,121,400975302,Wizards,1,2017-12-18
39-80,5-13,20-23,8,31,39,14,11,7,19,26,103,400975314,Knicks,0,2017-12-21
38-94,12-42,19-20,15,29,44,24,10,5,14,19,107,400975314,Heat,1,2017-12-21
38-83,6-16,18-20,10,49,59,22,4,6,16,23,100,400975333,Knicks,0,2017-12-22
35-92,6-24,20-24,9,31,40,22,7,3,7,20,96,400975333,Mavericks,1,2017-12-22
45-98,15-33,17-20,10,38,48,21,10,5,16,19,122,400975353,Bulls,0,2017-12-25
48-96,10-22,13-21,11,40,51,24,5,9,18,20,119,400975353,Knicks,1,2017-12-25
45-83,12-24,6-9,9,27,36,25,6,6,16,17,108,400975369,Knicks,0,2017-12-27
49-95,10-27,10-16,16,27,43,33,12,4,12,12,118,400975369,Timberwolves,1,2017-12-27
45-95,9-32,24-34,12,34,46,19,17,7,19,17,123,400975381,Pelicans,0,2017-12-28
46-97,12-34,14-18,10,34,44,28,12,7,22,27,118,400975381,Knicks,1,2017-12-28
35-82,7-27,22-23,12,33,45,22,5,12,14,15,99,400975404,Knicks,0,2017-12-30
41-91,10-28,13-17,15,29,44,23,9,3,11,19,105,400975404,Grizzlies,1,2017-12-30
44-89,11-20,18-23,7,29,36,23,6,6,12,26,117,400975418,Knicks,0,2018-01-02
42-91,11-31,20-30,15,37,52,19,4,6,17,20,115,400975418,Jazz,1,2018-01-02
44-81,12-25,7-10,7,26,33,32,3,5,17,20,107,400975430,Knicks,0,2018-01-03
51-91,10-26,15-21,12,27,39,31,10,3,6,18,127,400975430,Lakers,1,2018-01-03
43-83,9-22,17-19,6,32,38,28,4,0,13,20,112,400975445,Knicks,0,2018-01-05
46-83,13-30,18-20,3,33,36,40,6,3,12,16,123,400975445,Warriors,1,2018-01-05
45-82,8-21,20-24,3,30,33,32,9,5,10,20,118,400975458,Knicks,0,2018-01-07
48-80,14-28,20-24,2,30,32,36,3,2,13,20,130,400975458,Nuggets,1,2018-01-07
41-85,9-25,16-22,10,39,49,25,7,10,16,20,107,400975469,Knicks,0,2018-01-10
33-94,11-33,8-13,12,30,42,15,6,3,14,24,85,400975469,Suns,1,2018-01-10
36-89,5-25,13-17,18,39,57,24,7,4,18,21,90,400975517,Knicks,0,2018-01-12
33-76,7-24,19-26,4,32,36,18,10,8,11,21,92,400975517,Bucks,1,2018-01-12
35-87,15-33,14-19,13,31,44,25,6,3,16,12,99,400975532,Hawks,0,2018-01-14
41-94,5-23,9-15,16,32,48,16,10,8,15,16,96,400975532,Knicks,1,2018-01-14
37-82,8-26,21-27,8,35,43,23,11,6,14,17,103,400975547,Bucks,0,2018-01-15
37-89,5-23,10-15,11,36,47,20,5,6,17,19,89,400975547,Knicks,1,2018-01-15
33-83,7-27,15-18,5,38,43,19,4,8,15,15,88,400975558,Knicks,0,2018-01-17
43-95,16-43,11-14,9,43,52,31,11,5,8,17,113,400975558,Raptors,1,2018-01-17
41-93,9-35,22-25,12,33,45,27,8,3,11,18,113,400975582,Knicks,0,2018-01-19
47-94,12-28,15-22,16,38,54,27,7,5,13,16,121,400975582,Pacers,1,2018-01-19
31-79,6-24,24-28,7,26,33,16,5,4,19,22,92,400975588,Knicks,0,2018-01-21
41-75,10-19,16-24,7,30,37,27,13,6,17,22,108,400975588,76ers,1,2018-01-21
48-88,7-22,15-19,6,39,45,31,7,9,11,16,118,400975603,Wizards,0,2018-01-23
45-97,9-19,14-18,11,31,42,21,7,1,10,17,113,400975603,Knicks,1,2018-01-23
48-99,7-25,17-21,16,31,47,28,7,12,8,15,120,400975614,Knicks,0,2018-01-25
43-83,11-24,16-23,5,34,39,28,7,5,13,15,113,400975614,Magic,1,2018-01-25
44-85,15-31,22-26,8,35,43,31,8,5,12,13,125,400975646,Warriors,0,2018-01-26
47-96,10-25,7-9,10,29,39,28,7,3,14,18,111,400975646,Knicks,1,2018-01-26
41-89,11-25,12-16,10,23,33,24,4,4,17,22,105,400975681,Knicks,0,2018-01-30
50-89,9-25,19-24,14,37,51,34,14,6,11,17,128,400975681,Clippers,1,2018-01-30
40-88,6-21,13-18,15,33,48,21,8,7,13,19,99,400975695,Knicks,0,2018-01-31
39-86,13-30,11-11,7,31,38,21,5,5,11,18,102,400975695,Kings,1,2018-01-31
35-83,7-19,10-15,9,30,39,21,7,7,14,19,87,400975708,Knicks,0,2018-02-02
35-81,20-33,21-24,15,36,51,22,4,4,19,15,111,400975708,Trail Blazers,1,2018-02-02
47-98,7-28,11-14,11,28,39,24,6,5,11,26,112,400975727,Knicks,0,2018-02-04
41-73,8-18,30-39,6,36,42,29,8,6,14,16,120,400975727,Bucks,1,2018-02-04
47-93,16-35,22-25,14,38,52,32,3,3,11,19,132,400975738,Raptors,0,2018-02-06
40-88,7-21,19-24,8,29,37,21,7,4,10,19,106,400975738,Knicks,1,2018-02-06
40-89,14-35,16-18,12,28,40,22,11,1,12,15,110,400975755,Mavericks,0,2018-02-08
40-82,8-25,9-12,10,34,44,19,9,1,19,18,97,400975755,Knicks,1,2018-02-08
41-91,15-37,21-34,19,34,53,29,8,3,14,21,118,400975768,76ers,0,2018-02-11
45-87,5-20,15-24,8,36,44,26,8,4,12,25,110,400975768,Knicks,1,2018-02-11
33-90,9-33,26-32,13,37,50,11,7,5,10,13,101,400975784,Hornets,0,2018-02-12
49-100,12-26,14-18,12,44,56,24,7,5,8,22,124,400975784,Knicks,1,2018-02-12
33-92,3-30,23-31,14,34,48,21,9,7,11,15,92,400975801,Bulls,0,2018-02-14
43-96,11-35,13-17,15,46,61,28,6,7,16,24,110,400975801,Knicks,1,2018-02-14
39-89,10-31,10-12,13,27,40,21,6,1,14,16,98,400975814,Knicks,0,2018-02-22
45-81,15-34,14-19,5,27,32,31,9,2,7,17,119,400975814,Heat,1,2018-02-22
35-75,10-26,28-32,6,39,45,23,6,6,14,15,108,400975827,Timberwolves,0,2018-02-24
40-92,12-28,12-17,10,32,42,25,9,0,10,27,104,400975827,Knicks,1,2018-02-24
41-88,6-22,13-15,10,34,44,26,10,6,14,19,101,400975844,Knicks,0,2018-02-26
37-87,6-19,17-23,14,32,46,25,10,7,14,16,97,400975844,Wizards,1,2018-02-26
54-105,9-30,11-11,11,30,41,25,6,1,10,27,128,400975849,Knicks,0,2018-03-02
51-93,11-28,24-28,11,32,43,25,5,4,14,12,137,400975849,Hornets,1,2018-03-02
36-94,9-31,20-26,10,36,46,20,4,5,16,22,101,400975864,Knicks,0,2018-03-04
45-98,9-31,19-27,14,44,58,34,9,3,12,19,118,400975864,76ers,1,2018-03-04
44-85,10-24,17-22,10,33,43,24,8,5,9,15,115,400975885,Pistons,0,2018-03-06
43-91,13-29,10-12,9,31,40,31,4,1,14,18,109,400975885,Knicks,1,2018-03-06
37-88,11-36,12-18,11,42,53,28,7,5,11,12,97,400975905,Magic,0,2018-03-09
30-86,4-27,9-12,7,35,42,17,5,9,11,17,73,400975905,Knicks,1,2018-03-09
35-88,7-27,21-22,7,35,42,20,7,5,13,19,98,400975932,Heat,0,2018-03-11
45-89,18-37,14-21,9,42,51,33,7,5,12,23,122,400975932,Knicks,1,2018-03-11
45-93,10-25,15-17,12,36,48,30,6,10,10,13,115,400975938,Bucks,0,2018-03-13
41-95,9-21,11-11,13,31,44,30,3,7,8,17,102,400975938,Knicks,1,2018-03-13
40-85,19-45,24-28,7,35,42,29,9,2,10,15,123,400975953,Cavaliers,0,2018-03-15
46-87,11-30,6-12,8,29,37,26,4,7,14,20,109,400975953,Knicks,1,2018-03-15
43-85,12-27,12-13,8,31,39,30,10,3,15,22,110,400975966,Knicks,0,2018-03-17
37-94,6-24,18-28,17,31,48,15,9,3,14,15,98,400975966,Cavaliers,1,2018-03-17
43-93,15-35,14-19,11,37,48,25,6,6,17,28,115,400974439,76ers,0,2018-03-19
42-97,6-22,30-38,16,36,52,21,8,10,9,20,120,400974439,Wizards,1,2018-03-19
32-82,8-24,22-36,8,33,41,18,5,4,20,26,94,400974778,76ers,0,2018-03-21
42-89,13-44,31-37,8,43,51,23,5,10,13,29,128,400974778,Raptors,1,2018-03-21
35-75,9-24,18-24,8,41,49,25,11,0,21,24,97,400974792,76ers,0,2018-03-23
33-85,6-30,14-19,9,30,39,14,5,2,14,21,86,400974792,Pistons,1,2018-03-23
36-75,12-39,21-24,7,33,40,22,11,13,19,13,105,400974808,Rockets,0,2018-03-25
43-97,12-36,6-10,12,31,43,29,14,7,14,19,104,400974808,76ers,1,2018-03-25
43-87,16-35,10-14,11,31,42,25,10,1,13,21,112,400974832,76ers,0,2018-03-26
38-74,19-40,15-19,3,30,33,22,7,2,17,15,110,400974832,Mavericks,1,2018-03-26
44-80,10-24,17-24,7,41,48,27,10,4,19,31,115,400974846,76ers,0,2018-03-28
33-83,13-47,28-38,10,25,35,17,12,3,15,23,107,400974846,Rockets,1,2018-03-28
41-94,8-23,19-27,12,37,49,22,11,4,18,28,109,400974858,Hawks,0,2018-03-31
46-99,13-35,14-25,15,38,53,36,10,4,16,26,119,400974858,76ers,1,2018-03-31
45-97,8-28,12-19,8,32,40,25,6,6,11,18,110,400974872,Pacers,0,2018-04-03
46-92,18-36,11-14,12,38,50,34,7,9,18,20,121,400974872,76ers,1,2018-04-03
34-81,12-27,24-30,8,48,56,23,5,6,22,34,104,400974907,76ers,0,2018-04-06
30-99,9-39,28-35,14,31,45,15,14,6,12,23,97,400974907,Jazz,1,2018-04-06
37-87,15-37,19-27,13,43,56,23,6,5,17,28,108,400974918,76ers,0,2018-04-07
40-93,12-27,17-28,8,37,45,29,6,5,9,19,109,400974918,Kings,1,2018-04-07
44-94,12-28,14-20,13,25,38,30,10,2,19,19,114,400974935,76ers,0,2018-04-09
48-82,14-27,25-26,4,35,39,31,15,11,22,23,135,400974935,Warriors,1,2018-04-09
38-77,7-32,26-35,10,41,51,27,9,2,20,26,109,400974951,76ers,0,2018-04-11
36-82,12-32,21-32,9,25,34,16,8,4,15,26,105,400974951,Clippers,1,2018-04-11
42-86,7-32,24-30,8,44,52,27,7,15,16,19,115,400974965,76ers,0,2017-10-18
42-109,3-27,22-27,22,35,57,18,7,6,9,23,109,400974965,Lakers,1,2017-10-18
50-91,7-23,17-20,11,37,48,25,5,6,12,18,124,400974982,Warriors,0,2017-10-20
47-97,10-29,12-16,11,29,40,28,8,5,11,22,116,400974982,76ers,1,2017-10-20
30-85,9-28,17-19,7,27,34,18,16,4,14,19,86,400974995,Jazz,0,2017-10-21
44-85,4-15,15-22,9,46,55,20,11,7,19,18,107,400974995,76ers,1,2017-10-21
30-89,7-26,14-24,11,37,48,14,8,6,17,17,81,400975006,Trail Blazers,0,2017-10-23
39-90,11-32,12-17,11,46,57,23,12,8,18,21,101,400975006,76ers,1,2017-10-23
39-86,12-31,21-31,7,34,41,22,8,5,9,17,111,400975029,Magic,0,2017-10-25
48-95,16-34,18-20,11,42,53,35,7,2,11,22,130,400975029,76ers,1,2017-10-25
41-86,15-37,16-20,11,35,46,25,7,3,11,21,113,400975042,Cavaliers,0,2017-10-28
36-96,3-28,16-20,22,31,53,15,6,2,12,18,91,400975042,76ers,1,2017-10-28
36-89,9-22,32-37,7,28,35,22,8,4,11,42,113,400975056,Wizards,0,2017-10-30
37-81,3-18,41-64,21,43,64,23,6,8,17,27,118,400975056,76ers,1,2017-10-30
34-78,9-31,26-32,7,29,36,20,8,2,16,27,103,400975081,Pistons,0,2017-11-01
35-86,10-28,28-32,17,30,47,27,7,4,17,24,108,400975081,76ers,1,2017-11-01
44-91,10-22,17-22,15,31,46,25,10,9,11,14,115,400975092,Suns,0,2017-11-03
39-91,7-30,16-16,13,34,47,23,9,6,14,22,101,400975092,76ers,1,2017-11-03
42-96,11-28,12-24,15,29,44,22,13,7,11,23,107,400975114,Lakers,0,2017-11-07
39-81,10-26,16-21,7,37,44,29,3,13,18,26,104,400975114,76ers,1,2017-11-07
37-78,11-33,13-13,7,32,39,31,10,2,19,21,98,400975130,76ers,0,2017-11-09
36-75,14-29,19-25,6,27,33,26,12,2,17,16,105,400975130,Cavaliers,1,2017-11-09
44-96,9-29,27-30,22,25,47,26,5,4,17,29,124,400975140,76ers,0,2017-11-11
46-80,15-24,24-32,5,28,33,31,11,9,14,21,131,400975140,Pelicans,1,2017-11-11
40-80,11-26,27-32,7,45,52,32,6,3,24,18,118,400975152,76ers,0,2017-11-13
44-108,5-29,19-27,17,33,50,19,14,7,10,21,112,400975152,Timberwolves,1,2017-11-13
47-113,15-35,10-19,18,42,60,28,10,5,18,21,119,400975172,Thunder,0,2017-11-15
44-100,13-46,16-20,7,43,50,35,13,4,19,20,117,400975172,76ers,1,2017-11-15
44-91,14-33,13-18,9,38,47,30,9,8,20,23,115,400975195,76ers,0,2017-11-18
44-92,13-28,16-19,5,34,39,27,9,7,15,16,117,400975195,Bulls,1,2017-11-18
41-91,7-27,12-23,9,30,39,21,11,6,12,20,101,400975202,Kings,0,2017-11-20
34-81,10-35,17-24,13,40,53,21,7,6,19,19,95,400975202,76ers,1,2017-11-20
35-85,12-35,32-35,19,26,45,18,14,6,21,19,114,400975218,Raptors,0,2017-11-22
45-86,9-29,10-14,13,27,40,27,14,6,23,27,109,400975218,76ers,1,2017-11-22
33-80,7-27,13-20,7,34,41,19,10,7,22,23,86,400975231,76ers,0,2017-11-25
35-85,9-27,23-26,7,36,43,18,15,6,17,20,102,400975231,Raptors,1,2017-11-25
42-87,16-32,10-14,5,32,37,28,8,2,13,26,110,400975266,76ers,0,2017-11-27
35-75,8-24,36-47,8,39,47,15,7,3,15,18,114,400975266,Trail Blazers,1,2017-11-27
45-93,8-24,9-10,7,34,41,34,6,3,13,25,107,400975282,76ers,0,2017-11-29
35-87,7-32,25-34,10,38,48,18,10,9,13,12,102,400975282,Nuggets,1,2017-11-29
43-77,10-24,27-34,11,33,44,24,11,7,21,32,123,400975290,76ers,0,2017-11-30
37-88,10-27,26-34,12,23,35,18,9,4,16,29,110,400975290,Suns,1,2017-11-30
39-87,8-25,20-23,12,31,43,15,4,4,15,25,106,400975301,Spurs,0,2017-12-02
36-80,7-22,33-43,13,32,45,23,10,5,13,21,112,400975301,76ers,1,2017-12-02
30-78,7-22,11-19,6,28,34,20,9,4,12,14,78,400975315,Pistons,0,2017-12-04
44-90,14-30,12-13,13,42,55,29,5,4,12,17,114,400975315,76ers,1,2017-12-04
38-95,9-32,26-30,12,32,44,20,8,1,15,31,111,400975385,Raptors,0,2017-12-07
40-81,6-25,31-38,10,38,48,22,8,9,21,28,117,400975385,76ers,1,2017-12-07
33-82,10-32,18-22,8,27,35,20,10,3,17,20,94,400975424,Bucks,0,2017-12-09
45-85,10-25,16-19,11,34,45,32,9,4,16,18,116,400975424,76ers,1,2017-12-09
32-71,14-31,23-31,16,32,48,21,2,4,23,28,101,400975436,76ers,0,2017-12-10
33-78,10-26,29-35,11,21,32,14,14,2,12,26,105,400975436,Grizzlies,1,2017-12-10
36-94,11-37,18-22,10,33,43,20,8,2,11,15,101,400975450,Bulls,0,2017-12-12
42-81,16-32,15-20,6,42,48,31,6,7,14,20,115,400975450,76ers,1,2017-12-12
38-79,9-21,12-18,12,38,50,23,5,4,9,20,97,400975468,76ers,0,2017-12-15
30-75,3-24,15-18,5,31,36,20,6,5,9,14,78,400975468,Spurs,1,2017-12-15
38-76,11-29,25-31,12,28,40,19,7,5,14,26,112,400975482,76ers,0,2017-12-18
45-92,10-33,22-30,17,24,41,21,7,3,10,25,122,400975482,Thunder,1,2017-12-18
36-82,2-26,21-23,10,33,43,22,5,4,14,17,95,400975487,76ers,0,2017-12-19
38-80,11-28,20-22,8,34,42,26,6,8,9,19,107,400975487,Bucks,1,2017-12-19
34-87,12-37,17-26,16,33,49,20,3,5,11,16,97,400975516,Heat,0,2017-12-21
42-85,8-24,11-15,9,30,39,28,9,4,10,23,103,400975516,76ers,1,2017-12-21
33-87,10-32,16-24,15,34,49,21,8,2,18,21,92,400975523,76ers,0,2017-12-23
35-79,9-27,21-25,6,36,42,25,15,8,13,19,100,400975523,Pacers,1,2017-12-23
41-93,7-27,13-18,16,23,39,23,14,2,11,18,102,400975548,Wizards,0,2017-12-25
45-82,14-28,11-14,12,33,45,27,9,4,17,14,115,400975548,76ers,1,2017-12-25
33-95,8-31,8-16,8,38,46,17,8,6,12,12,82,400975564,Pelicans,0,2017-12-28
39-93,14-34,8-9,8,50,58,26,10,4,15,16,100,400975564,76ers,1,2017-12-28
38-88,8-32,14-23,11,42,53,20,7,5,16,16,98,400975574,Clippers,0,2017-12-30
43-90,13-33,13-17,6,39,45,32,12,8,12,18,112,400975574,76ers,1,2017-12-30
35-77,11-27,21-29,3,26,29,23,9,5,10,21,102,400975601,Heat,0,2017-12-31
39-92,9-35,17-25,23,37,60,25,6,2,17,23,104,400975601,76ers,1,2017-12-31
42-82,11-29,21-35,8,33,41,25,7,5,9,17,116,400975616,76ers,0,2018-01-03
44-97,18-34,9-15,11,37,48,27,5,4,13,26,115,400975616,Bulls,1,2018-01-03
38-85,13-31,16-19,6,27,33,27,7,5,11,20,105,400975630,Magic,0,2018-01-05
42-81,9-27,23-27,9,36,45,31,5,4,14,16,116,400975630,76ers,1,2018-01-05
31-86,9-33,23-31,17,26,43,24,13,3,15,16,94,400975641,76ers,0,2018-01-11
43-79,12-25,11-12,10,38,48,35,9,6,19,28,109,400975641,Wizards,1,2018-01-11
35-84,12-31,19-23,10,34,44,25,10,3,23,24,101,400975655,76ers,0,2018-01-15
36-82,9-27,21-28,11,26,37,19,12,9,15,19,102,400975655,Heat,1,2018-01-15
40-90,10-30,18-27,14,40,54,22,4,5,9,20,108,400975669,76ers,0,2018-01-18
36-87,9-32,16-23,10,35,45,23,4,6,9,21,97,400975669,Cavaliers,1,2018-01-18
34-81,11-24,20-32,7,32,39,21,7,0,10,25,99,400975673,Hornets,0,2018-01-20
41-81,9-24,19-25,7,39,46,27,4,5,11,22,110,400975673,76ers,1,2018-01-20
39-70,14-28,18-22,6,26,32,26,4,9,26,24,110,400975693,76ers,0,2018-01-22
47-95,10-23,14-22,16,22,38,27,15,4,13,24,118,400975693,Bucks,1,2018-01-22
50-87,16-33,12-15,10,34,44,35,6,4,14,20,128,400975703,76ers,0,2018-01-24
40-80,11-29,23-31,8,25,33,26,7,5,10,12,114,400975703,Hornets,1,2018-01-24
34-86,15-37,16-21,9,37,46,28,9,4,18,20,99,400975719,76ers,0,2018-01-26
42-89,14-26,10-18,6,43,49,26,10,8,14,20,108,400975719,Heat,1,2018-01-26
